uid	text	label	metadata__wavenum	metadata__ideo5	metadata__row_number
2577	the way donald trump is governing the country	0	6	Liberal	2577
2515	the way donald trump is handling things	0	6	Moderate	2515
1750	the way donald trump is messing up the u s and the world	0	8	Moderate	1750
5355	the way donald trump is misleading the country and all his wrong doing	0	12	Moderate	5355
1523	the way donald trump is running things	0	6	Not sure	1523
2536	the way donald trump is running things and the fact that his congress seems to be okay with it	0	6	Liberal	2536
1856	the way donald trump is toying with the country and caring about healthcare except money	0	9	Very conservative	1856
1515	the way donald trump lies and twists the truth and calls everything he doesnt like fake news	0	6	Liberal	1515
4415	the way donald trump talks with and about other countries	0	8	Conservative	4415
2953	the way donald trump tells lies as if they are facts	0	9	Very liberal	2953
2664	the way hollywood and the way liberal media and talk show hosts trash president donald trump shameful	0	7	Moderate	2664
5943	the way of thinking next time we vote for leadership in america after what donald trump has done	1	6	Conservative	5943
3963	the way our country is so divided and i see no end to it due to our president	0	6	Moderate	3963
2338	the way our president is handling the mexican issue	0	4	Conservative	2338
870	the way our president is taking care of business all the fuss about the russians how about hillary clinton and rigging the primary dont hear much	1	6	Very conservative	870
3717	the way our president talks about the media and his hateful mouth	0	4	Moderate	3717
4454	the way people are against the president	0	8	Not sure	4454
1461	the way people are treating our president	0	6	Very conservative	1461
1354	the way people go crazy saying things about the president	0	4	Conservative	1354
3697	the way people have been reacting to donald trump being our next president isis and all the terrorist groups who want americans dead	0	3	Conservative	3697
2928	the way people lie about and treat our president	0	8	Very conservative	2928
1331	the way people riot and act like babies the president acting like hes a crazy immature jerk the unfair laws being passed	0	4	Moderate	1331
2552	the way people talk ugly about our president he is much better than the last one we had	0	6	Conservative	2552
667	the way president barack obama welcomed president elect donald trump to the white house	1	3	Moderate	667
2739	the way president congress local politicians act they are like bratty children hate the right left actions once they get elected they should be working for all	0	7	Moderate	2739
915	the way president donald trump cares about america	1	7	Conservative	915
285	the way president donald trump is running the country	1	8	Very conservative	285
3885	the way president donald trump is running the country i dont really think he knows what he is doing	0	4	Moderate	3885
1191	the way president donald trump is trying to do what he said he would	1	11	Very conservative	1191
1264	the way president donald trump representing the american people has made the democrats in congress cry and whine	1	12	Very conservative	1264
1520	the way president is doing	0	6	Liberal	1520
1303	the way some politicians cant accept donald trump victory	0	3	Moderate	1303
1743	the way that donald trump keeps getting attacked for every little thing he does	0	8	Moderate	1743
2323	the way that the president is handling his job	0	4	Liberal	2323
1349	the way the democrats are acting about the new president and all the demonstrations	0	4	Conservative	1349
3189	the way the democrats are fighting our president over the wall and everything else he wants to do and some of the new democrats wanting to drive this country to socialism	0	10	Moderate	3189
2648	the way the donald trump administration uses children chip and daca persons as bargaining chip	0	7	Liberal	2648
6134	the way the economy has responded to the tax cuts and the positive leadership in the white house	1	8	Conservative	6134
1715	the way the gop and donald trump are behaving	0	8	Liberal	1715
2011	the way the liberals spend most of their time trying to block everything president donald trump is trying to get done for our country building the wall on the southern border is a good example of this not doing the job they were elected to do and drawing a salary even thought they dont deserve it im praying some good people come up to run for some of these offices that will support the things that make our country great and free if the liberals get their way we will lose all of our freedoms and then it will be too late for those who thing getting free everything is good it isnt free taxpayers pay for it healthcare will be bad and we may not even be able to get medication we need i could go on and on	0	11	Very conservative	2011
2321	the way the mainstream media covers donald trump and what he is trying to do	0	4	Moderate	2321
1320	the way the mainstream media reports on it the apathy in voters voter suppression donald trump	0	3	Very liberal	1320
1793	the way the mainstream media treats the president	0	9	Very conservative	1793
2674	the way the media bashes donald trump	0	7	Very conservative	2674
2951	the way the media isnt treating donald trump fair they are very unfair the way they treat donald trump	0	9	Very conservative	2951
3117	the way the media keeps attacking president donald trump	0	10	Moderate	3117
2962	the way the media treats the president	0	9	Conservative	2962
3059	the way the media treats the president they are downright nasty	0	9	Very conservative	3059
1575	the way the politicians spread lies about our president and no matter what he says they find fault with it why dont people let him do the job he was elected for ? ? ?	0	7	Conservative	1575
1784	the way the president acts and divides people	0	9	Liberal	1784
1647	the way the president acts politicians are more worried about their party then whats right for the people	0	7	Moderate	1647
4354	the way the president is leading this country	0	7	Moderate	4354
1712	the way the president is run thing	0	8	Moderate	1712
3997	the way the president is so wishy washy and stupid sounding most of the time	0	6	Moderate	3997
1832	the way the rules are working for donald trump but barack obama has to bend over backwards	0	9	Not sure	1832
2809	the way they are questioning the judge that donald trump has picked for the supreme court	0	8	Conservative	2809
1567	the way this president and his administration is gas lighting the american people ! everything is turned upside down !	0	7	Liberal	1567
3406	the whistle blower on donald trump and more lies about brett kavanaugh remember the democrats philosophy the end justifies the means !	0	12	Conservative	3406
3450	the whistle blower who came out about the president talking with ukraine	0	12	Conservative	3450
6264	the white house coming clean with donald trump dealings with collusion	1	8	Moderate	6264
3304	the white house cuts money for legal aid and english classes in shelters for immigrant children	0	11	Liberal	3304
2369	the white house missteps	0	4	Moderate	2369
4401	the white supremacist in the white house is likely going to shut down the investigation into his crimes	0	8	Very liberal	4401
2537	the whole russian collusion attack against the president while the media and congress totally ignore the clintons crimes of treason	0	6	Conservative	2537
6888	the winds of positive change are blowing with this new president	1	12	Conservative	6888
6249	the winning back of one or both houses of congress by the democrats leading to the indictment and or removal from office of a dangerous treasonous dictator donald trump	1	8	Liberal	6249
2863	the witch hunt against our president which is wasting our taxpayers money	0	8	Conservative	2863
1079	the wonderful things donald trump has done for the u s a	1	10	Conservative	1079
2781	the words of donald trump to peoples	0	7	Very conservative	2781
731	the work of our new president	1	4	Conservative	731
770	the work president donald trump is getting done gives me pride that america is going to be great again also spacex is giving new meaning to space travel	1	4	Conservative	770
857	the work that my president is doing to keep his word to the people and how he is working with the world to make us number one in the world	1	6	Liberal	857
5981	the work that president donald trump wants to accomplish	1	7	Conservative	5981
4346	the worst president is still here and republicans are defending him	0	7	Very liberal	4346
4709	the would be dictator is still president	0	9	Very liberal	4709
6347	the younger generation is smart enough to see through donald trump	1	9	Liberal	6347
2653	their negative views of our president	0	7	Moderate	2653
1203	there are 2 dozen democrats running for president	1	11	Very liberal	1203
4785	there are a lot of people who dont like donald trump and want to see him fail	0	10	Moderate	4785
5915	there are federal judges who still apply the rule of law to keep donald trump from destroying the country with his whims	1	6	Moderate	5915
4165	there are nazis winning local elections working for the police and possibly in the white house	0	6	Very liberal	4165
555	there are people resisting donald trump	1	12	Liberal	555
4925	there are so many violent people who are coming out in support of donald trump im afraid that hate crimes will go up even more and im scared that donald trump will serve another term	0	10	Very liberal	4925
4911	there are still a lot of idiots who support donald trump	0	10	Moderate	4911
147	there are still some who want america to succeed i count our president among those	1	6	Conservative	147
6270	there could be government oversight regarding donald trump and his more extreme policies	1	8	Moderate	6270
2237	there has been a significant rise in hate crimes since the election of donald trump and college students are calling for racially specific safe spaces where they dont have to think critically	0	3	Very liberal	2237
1291	there has gotten to be so much hatred bigotry nastiness and racism due to donald trump and his outrageous attitude i still cant believe he won the presidential election ! !	0	3	Moderate	1291
695	there hasnt been much in the news to make me proud donald trump is embarrassing and mean you may think this is odd but the thing that made me proud to be catholic was pope francis saying that good works are necessary to get to heaven sort of confirmed my thoughts on immigration and discrimination	1	4	Liberal	695
1660	there is a cancer in the white house that if not removed could take the country down a path that will cause its ruin	0	8	Liberal	1660
5545	there is a president who is at least trying to do what he promised to do if he where elected	1	4	Moderate	5545
6454	there is a republican as president	1	9	Conservative	6454
7044	there is an election coming that will likely remove donald trump from office as well as a whistle blower report that may remove him from office even sooner	1	12	Moderate	7044
891	there is little positive news because of the apparent hate of the press for president donald trump and it makes me sad and angry	1	7	Moderate	891
41	there is not much about american politics that make me proud however more people finding out the truth and elected donald trump	1	4	Very conservative	41
5698	there is nothing that makes me feel hopeful about the next 12 months i wouldnt feel hopeful unless donald trump were impeached	1	4	Liberal	5698
2302	there is too much bad news from the white house to be angry about one thing and every day it is something else today states have the right to make transgender students go to the bathroom for the sex assigned at birth	0	4	Liberal	2302
6487	there will be a new election where we can hopefully elect a new president republican or democrat	1	10	Very liberal	6487
6794	there will be an election to pick a new president	1	11	Moderate	6794
4891	there will be no turning around from the damage donald trump has already caused	0	10	Moderate	4891
1906	theres a criminal in the white house and we cant get rid of him	0	10	Moderate	1906
4048	theres no direction only talk by our president	0	6	Liberal	4048
4960	theres the bigger chance that donald trump wont	0	10	Moderate	4960
1722	they dont accept that they arent the best president	0	8	Moderate	1722
6110	they impeach donald trump	1	7	Liberal	6110
954	things about our president	1	8	Very conservative	954
4381	things that would be a career defining scandal for other politicians seem to roll off of donald trump back without much thought or investigation	0	8	Liberal	4381
6473	think donald trump is trying his best to address issues affecting country and everyone should work with him and not against him at every turn	1	10	Moderate	6473
6305	this democrat win in the house of representatives will most likely guarantee a win for donald trump in 2020	1	9	Conservative	6305
5301	this is tough there are so many things so choosing one is difficult but i would say there is a potential for the u s under donald trump to get into another war	0	12	Very liberal	5301
4895	this new president	0	10	Very liberal	4895
1499	this treason that appears to be going on this betrayal of the american people by our own president	0	6	Conservative	1499
2067	those spineless politicians who wont stand up to donald trump	0	12	Moderate	2067
1376	those that are unamerican talk down our president when out of the country burn our flag and the property of others illegals protesting voting collecting that which they arent entitled or voting much much more especially making everything either democratic or republican lets be americans and get this country in shape	0	4	Conservative	1376
289	those who are loudly and publicly fighting back against donald trump and the republican agenda	1	8	Very liberal	289
3120	thousands of children separated at border that government didnt tell us about donald trump lies sarah huckabee sanders is a fat cow skank liar donald trump doesnt listen national security advisors	0	10	Moderate	3120
6422	to donald trump getting called out by legal authorities to answer for himself	1	9	Moderate	6422
236	to have a brave president like donald trump that will speak up for the people of america	1	7	Moderate	236
3670	to have a man like donald trump in charge not paying taxes bankruptcies and lawsuits he most likely will give himself amnesty	0	3	Moderate	3670
1400	to have a president divide and separate the country and the world to see a man who makes a living out of lying and destroying standing up and ruining everything america stands for	0	4	Liberal	1400
276	to have a president that cares for the american people ! !	1	8	Very conservative	276
5764	to have other person in the white house who work for all of us on equal opportunities	1	4	Moderate	5764
5618	to know that donald trump cant hide from the truth forever people have the truth that he doesnt want seen and its going to come out to know that justice will be served	1	4	Liberal	5618
6902	to remove the current president from office	1	12	Very liberal	6902
386	to see the democrats in congress finally standing up to that person in the white house and the gop in congress !	1	10	Very liberal	386
4115	to war with north korea the economy tanking again donald trump big mouth will piss off our allies	0	6	Not sure	4115
2949	today when donald trump was so crude and unprofessional to jim acosta	0	9	Moderate	2949
2005	too many old white men clinging to power donald trump	0	11	Liberal	2005
5104	too many people are making it their lifes work to trash not only what the duly elected president is attempting to do but the country as well	0	11	Very conservative	5104
1356	too many to list some are donald trump his children steve bannon mike pence jeff sessions betsy devos reince priebus toomey murphy	0	4	Very liberal	1356
2116	too much bickering donald trump is at least trying to have a backbone and all the democrats do is complain hello you work for us get something done instead of fighting all the time or lose your seat	0	12	Moderate	2116
3135	too much donald trump tweets	0	10	Moderate	3135
2055	too much time is spent focusing on trying to smear the president and other officials	0	12	Moderate	2055
1869	trashing the president immigration speaker of the house against the wall sanctuary cities and states the democrats are more concerned about illegals then americans the caravans at the border and more coming	0	10	Conservative	1869
1710	treasonous republicans donald trump supporters	0	8	Very liberal	1710
5980	truly not sure but hoping donald trump keeps on fighting and not give in to the establishment	1	7	Moderate	5980
4678	trying to impeach our president and make sure he can be successful for our country	0	9	Very conservative	4678
2258	trying to make sense of how we elected donald trump for president and the people hes bringing into his cabinet	0	3	Moderate	2258
5854	um maybe donald trump could help the economy	1	6	Liberal	5854
3561	uncertainty meaning donald trump might not get the support he needs and cooperation to get things on the right track or people who arent qualified	0	3	Liberal	3561
4159	uncertainty of how foreign countries approve or disapprove of president donald trump	0	6	Liberal	4159
4230	undermining donald trump	0	7	Very conservative	4230
5625	unifying against donald trump	1	4	Liberal	5625
953	unions winning against donald trump	1	8	Moderate	953
2293	universities academia who call donald trump racist	0	3	Moderate	2293
3352	unsubstantiated allegations that president donald trump pressured the ukraine to investigate joe biden son hunter biden an pay to play cronyism	0	12	Conservative	3352
6052	up with president donald trump at the helm	1	7	Conservative	6052
1785	very closed attitude if you arent a white male with money the president has mocked women minorities immigrants lgbt disabled and low income just to name a few he has mocked those who have suffered bullying and abuse yet there are many elected officials who havent stood up and said enough	0	9	Moderate	1785
6449	very hopeful about the vision mr donald trump has for our country	1	9	Very conservative	6449
5700	very hopeful donald trump doing what he said and getting that wall built	1	4	Moderate	5700
5871	very hopeful donald trump is trying to get done what he promised campaigning	1	6	Conservative	5871
513	very little other that president donald trump efforts to improve relations with north korea	1	11	Conservative	513
493	very little proud of donald trump	1	11	Very conservative	493
3537	violence the rise of the alt right steve bannon donald trump seemingly complete lack of knowledge of what the president needs to do also his appointments to his cabinet are frightening koch and tea party lowlifes	0	3	Very liberal	3537
2197	violent protests of donald trump violent and criminal actions using donald trump election as an excuse	0	3	Conservative	2197
2331	virtually anything donald trump or his administration says or does affordable care act repeal russia links to donald trump donald trump vacations rally	0	4	Moderate	2331
2402	viscous attacks on president	0	4	Conservative	2402
4505	vladimir putin donald trump gop hacking our elections and democracy	0	8	Very liberal	4505
6676	vote donald trump back in	1	11	Very conservative	6676
1996	voting donald trump	0	11	Moderate	1996
6677	voting donald trump out	1	11	Liberal	6677
7031	voting donald trump out or office or impeaching him	1	12	Very liberal	7031
5911	voting for a more responsible and reliable candidate than donald trump	1	6	Not sure	5911
7140	voting for president donald trump	1	12	Conservative	7140
6111	voting republicans out of a majority in washington they are clearly donald trump minions	1	7	Moderate	6111
6225	voting the donald trump team out	1	8	Very liberal	6225
3788	war ! donald trump picks fights with everyone from the media to other countries he doesnt care about us	0	4	Liberal	3788
3945	war donald trump being president	0	4	Liberal	3945
4539	war donald trump stupid	0	8	Very liberal	4539
4019	war for no reason other than a president who cant keep his mouth shut	0	6	Very liberal	4019
4207	war more war donald trump while honest makes observations and comments that make people angry	0	7	Not sure	4207
3810	war more wide spread poverty donald trump needs to pick more level headed people to fill his department more women more diverse	0	4	Moderate	3810
626	watching donald trump take charge and not kowtow to or even acknowledge the unlawfulness of many of the demonstrators	1	3	Moderate	626
1234	watching president donald trump defy the conventional wisdom and take his 2020 campaign into new mexico to be cheered by hispanic americans and then follow it up with a jaunt into california	1	12	Conservative	1234
1012	watching the donald trump rallies	1	9	Very conservative	1012
1131	watching the queen and our president ! !	1	11	Conservative	1131
1147	we are finally applying tariffs to china and mexico that are tariffing the u s heavily donald trump isnt backing down from anyone including in his own party the robert mueller speech no fault founded for donald trump	1	11	Conservative	1147
4839	we are getting more and more divisive it didnt begin with donald trump its been happening for years i dont see it getting better if several institutions dont change specifically the media i see us heading towards violence between classes racial lines political party etc	0	10	Conservative	4839
6986	we are going to reelect donald trump and continue to progress and get rid of all the crap done from 2004 2016 that messed up lives and put me personally on welfare can you say obamacare ?	1	12	Conservative	6986
6231	we are one step closer to getting donald trump out of office	1	8	Moderate	6231
176	we are still a representative democracy and the people still choose their own representatives despite the divisions in the country most lawmakers will come together when the need is great despite his flaws of character and personality president donald trump does have solid ideas about policy and is implementing them he is beginning to learn how to negotiate in the political arena obviously a learning curve for someone coming from the business world	1	7	Conservative	176
11	we came together and prayed for donald trump and he won god has placed him in charge	1	3	Moderate	11
7088	we can get rid of donald trump	1	12	Moderate	7088
5747	we can impeach donald trump	1	4	Very liberal	5747
5542	we can only hope for the best at this point maybe donald trump will be impeached	1	4	Very liberal	5542
4676	we cant impeach donald trump	0	9	Very liberal	4676
6143	we could be on the road to having a new president	1	8	Moderate	6143
5000	we could have 4 more years of donald trump after 2020	0	11	Moderate	5000
2993	we couldnt get the senate and that idiot is still in the white house	0	9	Very liberal	2993
5317	we elect the wrong president to govern our country	0	12	Conservative	5317
56	we elected an outsider to be president not someone who is a professional politician	1	4	Conservative	56
175	we elected president donald trump we got the best man we could have ever gotten to be president despite all the lies corruption and evil doings of the left we still prevailed and we won now we have the president who is making america truly great again and bringing back law and order now im proud of america again for this reason and because im sure that eventually all americans worth their salt will see the light and see what evil demons the left is and they will leave that nonsense and come to the right ! ! !	1	7	Very conservative	175
166	we finally have a president that will stand up to the crooks in congress	1	6	Moderate	166
581	we finally have a president who does what the people want not the corrupt politicians and deep state	1	12	Conservative	581
54	we finally have a president who isnt pc pc is absolutely ridiculous and it violates the first amendment as well as many other inherent rights not listed	1	4	Moderate	54
421	we finally have a president who loves america	1	10	Very conservative	421
84	we finally have a president who loves america again thats a nice change of pace im proud that we are focusing on the military and securing the countrys southern border i realize that democrats need a permanent underclass to stay in power but stuffing the ballot box demographically by importing the worlds poor while selling out your country has to stop	1	4	Conservative	84
5606	we finally have a president who understands business as usual isnt good enough anymore president donald trump will bring jobs back to america and fix what has been broken for many years	1	4	Very conservative	5606
6712	we get a better president	1	11	Conservative	6712
6681	we get a good president	1	11	Moderate	6681
6836	we get a new president	1	11	Moderate	6836
6025	we get donald trump out of office	1	7	Conservative	6025
6726	we get to reelect the most amazing president which is president donald trump	1	11	Very conservative	6726
20	we got donald trump voted in	1	3	Conservative	20
136	we have a conservative president	1	6	Conservative	136
458	we have a good president	1	11	Conservative	458
5528	we have a good president now	1	4	Very conservative	5528
6393	we have a great president !	1	9	Conservative	6393
1724	we have a jerk for our president	0	8	Moderate	1724
3745	we have a leader that is feeding the hatred around the world and he had no idea what he is doing he is being controlled by steve bannon and fed conspiracy at every juncture i worry that millions of people will be without healthcare that thousands will die worry that families will be torn apart and american children left without a parent and for a misdemeanor i worry that more tax breaks will go to the wealthy and our debt will continue to rise while they use that as an excuse to cut social programs for the needy i worry that the division and hate this president has fueled will grow and harm those i love and care about	0	4	Liberal	3745
5001	we have a leader that is wishy washy he talk loud but changes his mind after saying some of the most dumbest thing at this time we need a president that can make some strong policy and back them up not someone that runs off at the mouth today and tomorrow change or back off from his original statements looks very bad	0	11	Moderate	5001
1532	we have a lot of racism in america today i thought we were done with that president donald trump brought it all back again with his words and actions for a person who refuse to serve his country in it times and needs he seems to be in a hurry to start a war	0	6	Conservative	1532
99	we have a new and exciting president	1	4	Moderate	99
27	we have a new president who has what is best for this country as his priority	1	4	Conservative	27
1694	we have a nitwit in the white house	0	8	Liberal	1694
1646	we have a out of control president and is party is just letting him go nuts without saying a word	0	7	Liberal	1646
348	we have a patriot in the white house	1	9	Very conservative	348
6889	we have a potus who is putting america first again and not apologizing for our past we have a great economy and high consumer confidence donald trump has america is heading in the right direction and it will only get better if democrats and weak republicans most of them will get out of his way	1	12	Conservative	6889
6293	we have a president in mr donald trump which will stand for our american values and principles	1	9	Very conservative	6293
460	we have a president that actually wants to fix problems in our country like immigration trade deficit etc	1	11	Moderate	460
76	we have a president that believes in the constitution	1	4	Conservative	76
302	we have a president that does what he says hes going to do	1	8	Conservative	302
1628	we have a president that doesnt respect people who make less then he does women and people who arent american	0	7	Moderate	1628
131	we have a president that is a true leader of american traditional values he has a visions for american greatness	1	6	Conservative	131
105	we have a president that is doing things	1	4	Moderate	105
6090	we have a president that is for the american middle class	1	7	Conservative	6090
253	we have a president that is proud to be an american and shows it when ever he talks to anyone about this great nation	1	7	Very conservative	253
419	we have a president that is trying to do what he promised	1	10	Conservative	419
546	we have a president that is trying to make our country better	1	12	Very conservative	546
325	we have a president that is working constantly in making america great	1	9	Conservative	325
5560	we have a president that isnt afraid to say and do what needs to be done hes not worried about being pc	1	4	Conservative	5560
366	we have a president that loves america and the legal residents of the u s a and is fixing the economy and rebuilding our military !	1	9	Very conservative	366
189	we have a president that loves this country	1	7	Conservative	189
1985	we have a president that seem to think if i dont get my way i will just take my stuff and go home the gop cant cant forget the passed and move on mitch mcconnell has a real problem with this	0	11	Moderate	1985
413	we have a president that stands up for america and not socialism communism	1	10	Very conservative	413
6303	we have a president who fights every for the american people	1	9	Conservative	6303
5708	we have a president who is proud of this country and is trying to protect it	1	4	Moderate	5708
579	we have a president who is putting america first	1	12	Conservative	579
126	we have a president who is showing strength and not pandering to foreign leaders	1	6	Conservative	126
272	we have a president who is willing to lead us on a path to become better more generous people and get the government off our backs where possible	1	8	Very conservative	272
221	we have a president who truly seems to care about our future	1	7	Conservative	221
394	we have a real president that cares about the american people as should be unlike these traitors from the likes of self serving freaks nancy pelosi chuck schumer maxine waters kamala harris and that twit a o c	1	10	Very conservative	394
6603	we have a strong courageous president who is standing up against the bullies in washington dc	1	10	Moderate	6603
6334	we have a strong president and a mostly conservative senate	1	9	Very conservative	6334
5912	we have a strong president that is actually making changes and undoing all the bad decisions barack obama made	1	6	Conservative	5912
2049	we have a unfit president in the white house	0	12	Very liberal	2049
6934	we have an election coming up and we have a chance to turn the senate and get rid of donald trump and mitch mcconnell	1	12	Very liberal	6934
1377	we have an ethnonationalist republican party interested in coddling racists sexists and implementing transphobic laws and keeping a lying president with strong ties to russia in office and not investigating anything he does or his business conflicts of interest	0	4	Liberal	1377
446	we have an honest caring president that wants only the beat for this republic and to remove all of the countrys enemies from the swamp	1	11	Very conservative	446
1744	we have an obviously over matched president who is exacerbating his ignorance and lack of political acumen with a defiance of reality	0	8	Liberal	1744
4571	we have an out of control president who is going to throw temper tantrums we have a media that is more concerned about ratings than actually doing their jobs and providing reportage and context the house is now controlled by people who are likely going to behave as the gop did in the late 90s vis hillary clinton and the lewinsky scandal and the senate is controlled by the gop which the best can be said is that they are at least polite sycophants neither the executive or legislative branches appear up to the tasks ahead	0	9	Moderate	4571
1787	we have an unqualified lunatic in the white house	0	9	Moderate	1787
6909	we have another national election soon and can vote donald trump out of office	1	12	Very liberal	6909
387	we have been through terrible things lately americans will stick together when it comes down to the worst we have shown that with disasters etc i feel we can get to better times if people open their eyes to see what is going wrong with our governments everyone must vote i prefer they vote to get traitor donald trump out the power of people will take over	1	10	Liberal	387
6336	we have control of the house and can help keep check on the president and the republicans in washington	1	9	Liberal	6336
6433	we have donald trump	1	9	Conservative	6433
5864	we have donald trump and he isnt giving up hoping republicans actually start doing their jobs economy is improving	1	6	Conservative	5864
5850	we have donald trump he gives us hope	1	6	Liberal	5850
5405	we have donald trump who claims he will repeal barack obama policies	1	3	Conservative	5405
1322	we have far too many very stubborn old men in congress who should have retired long ago congress takes far too long to pass important bills often due to petty fighting among democrats and republicans only for the sake of party loyalty not what really works for america if a u s president has useful ideas party politics usually determines the outcome not intelligent thinking first a bill has to pass house of representatives then the senate then either veto or signed by the president a far too long process we also have far too much state government such as mayors and governors who think they can override constitutional laws especially immigration laws mayors and governors of sanctuary cities who allow illegals should be arrested we have a broken down too low moving judicial system instead of over crowding u s prisons with the worst of worst costing billions for their upkeep we need to speed up capital punishment by firing squad im really sick of media condoning rights for public violence accusing police when deadly force should be put into place	0	4	Moderate	1322
273	we have finally elected a president interested in america and helping it grow again to once again be a great america	1	8	Very conservative	273
6385	we have president donald trump at the helm so things should go good	1	9	Conservative	6385
482	we have president donald trump who is trying to make america strong ! ! ! ! ! ! ! ! ! again	1	11	Very conservative	482
375	we have resisted donald trump	1	10	Liberal	375
106	we have someone calling out the truth on media left wing and whos pro u s a and whos anti u s a other words none thanks god we have a president not afraid of press	1	4	Conservative	106
5551	we have survived worse than donald trump	1	4	Moderate	5551
434	we have the only president since ronald reagan who cares about america who cares about sovereignty of our nation who cares about american jobs and american people and strength an culture	1	10	Very conservative	434
6977	we have the opportunity to select the best candidate to run against the president hopefully we will put the best candidate forward	1	12	Liberal	6977
6084	we have the right president if the press would just let him do the things he promised he would do	1	7	Conservative	6084
26	we just gave the second most votes in our history to a female candidate for president millions of americans support the common humanity of all of us lgbtq or not black or white or latino or asian american or native american weve produced a lot of economic improvement we still have at least the apparatus of a free press so theres at least an opportunity for them to step up to the unique challenges of a donald trump presidency peaceful protest is alive	1	3	Very liberal	26
6525	we need a donald trump who isnt donald trump	1	10	Not sure	6525
6331	we need a new president	1	9	Not sure	6331
3922	we need a president not a baby dictator	0	4	Very liberal	3922
5969	we need to make our immigration laws more strict if donald trump succeeds in strengthening them it will be an improvement	1	7	Not sure	5969
4621	we still have a nazi for a president and he so e how still has supporters around the country that feel emboldened by him	0	9	Liberal	4621
6843	we still have donald trump in charge	1	11	Very conservative	6843
2844	we still have the president and his party in office	0	8	Very liberal	2844
5020	we still have to deal with donald trump for a bit	0	11	Liberal	5020
5995	we will be 12 months closer to freedom from the donald trump dictatorship	1	7	Very liberal	5995
6664	we will be on our way to having a different president we will be on our way to having some different elected leaders	1	11	Moderate	6664
4611	we will be stuck with the same president for the next four years	0	9	Not sure	4611
6689	we will be voting in a new president	1	11	Moderate	6689
7121	we will elect a new president	1	12	Moderate	7121
6647	we will get hopefully a new president	1	11	Liberal	6647
5568	we will have at least one and maybe two new conservative supreme court justices and an honest department of justice that will work for the people and not the president	1	4	Conservative	5568
6292	we will keep on no matter who is president	1	9	Moderate	6292
6937	we will reelect president donald trump	1	12	Very conservative	6937
96	we will stand up for ourselves our new president shows the world that	1	4	Conservative	96
173	well im a proud american mexican and white heritage also served in the navy 4 years 69 73 i do like some of the things mr donald trump is trying to do like building the arm forces but i really wish you would get off twitter and keep to himself some of the things he has in mind after all i learned in the navy he is my president i didnt elect him but he is my president	1	6	Moderate	173
500	well im proud of the politics in new york state but not the donald trump and some other governed states	1	11	Moderate	500
6322	well to recapture the congress and some governors will help to control the donald trump disaster	1	9	Very liberal	6322
6357	well with our new president i think things might be looking up so the next 12 should be great	1	9	Liberal	6357
1247	went one whole day without the socialist party bashing president donald trump	1	12	Conservative	1247
845	what a great job donald trump is doing	1	6	Very conservative	845
5136	what concerns me the most is the fact that the brazen obstruction of justice and acts of personal enrichment that donald trump continues to commit are completely shrugged off by his supporters and the republican party their disregard shows how little ethics and morals matter it is shameful	0	12	Very liberal	5136
3929	what damage the donald trump administration will do	0	4	Moderate	3929
2749	what donald trump and the rest of the republicans have been doing	0	7	Very liberal	2749
5116	what donald trump can get away with	0	11	Very liberal	5116
4052	what donald trump does	0	6	Very liberal	4052
3986	what donald trump is going to do ! !	0	6	Moderate	3986
4179	what donald trump is going to do to this country and how it will affect undesirables like me	0	6	Liberal	4179
6095	what donald trump will do	1	7	Moderate	6095
795	what has made me feel proud is that people are standing against donald trump ! ! ! ! !	1	4	Moderate	795
4461	what i know is for donald trump its about his debt to vladimir putin what does vladimir putin want from the u s can we stop this in time ? what we know is vladimir putin wants to rule the world his ultimate dream how does this affect us and the racism is getting bad	0	8	Conservative	4461
5221	what if donald trump gets reelected	0	12	Very liberal	5221
4359	what if donald trump just starts replacing law enforcement with a gestapo like organization ice and ends the rule of law and constitution	0	7	Very liberal	4359
4234	what kind of antics president donald trump will do next	0	7	Very conservative	4234
5075	what kind of false or slanted stories will be circulated by some in the press to try to sabotage the reelection of our president	0	11	Conservative	5075
3525	what kind of policies donald trump works on and some of people he has chosen to work with him it would be nice to find something that nostradamus wrote that could be applied to donald trump certainly not implying that donald trump is the evil one or an antichrist but hearing the way a crowd reacts to donald trump it is too much like a lynch mob	0	3	Liberal	3525
6861	what makes me hopeful is donald trump being elected out of office	1	11	Moderate	6861
6296	what makes me most hopeful about the next year is knowing that president donald trump is going to do his best for americans we can trust him	1	9	Conservative	6296
550	what makes me proud about american politics ? that there are people like senators elizabeth warren and bernie sanders that are running for president also the newly elected the squad is an informal political grouping of four congresswomen elected in the 2018 united states house of representatives elections they are a o c of new york ilhan omar of minnesota ayanna pressley of massachusetts and rashida tlaib of michigan im proud of the unprecedented amount of co sponsors of hr 1384 including my congressman dan kildee proud to be in his district too	1	12	Very liberal	550
5268	what more damage donald trump can do before hes gone	0	12	Very liberal	5268
4302	what new atrocity embarrassment destruction will the donald trump administration inflict on america	0	7	Moderate	4302
4092	what our crazy president will do	0	6	Moderate	4092
504	what our president is trying to accomplish	1	11	Conservative	504
6248	what our president is trying to do	1	8	Very conservative	6248
2584	what president donald trump does	0	6	Very conservative	2584
1175	what president donald trump is doing for venezuela	1	11	Liberal	1175
3999	what president donald trump is going to do about north korea	0	6	Moderate	3999
3584	what the donald trump administration will do	0	3	Very liberal	3584
