docnames,old.docnames,instance_id,speaker,party,date,agenda,text,EU,CAP
text1546183.1,NA,165627,Damian Green,Con,07/07/2014,Neighbourhood Policing [Oral Answers to Questions > Home Department],I am sure that the whole House will echo my hon.,0,12
text1546789.1,NA,165763,Pauline Latham,Con,08/07/2014,Modern Slavery Bill,The House will lead the way in Europe.,1,19
text1547922.1,NA,166417,Bill Cash,Con,10/07/2014,The UK's Justice and Home Affairs  Opt-outs,"Gentleman be good enough to explain to me and the House why we have an arrangement with the European Union on this basis and not one to deal with other murderers, traffickers and the rest of it in the rest of the world?",1,12
text1550894.1,NA,167918,David Gauke,Con,22/07/2014,HMRC (Scotland),"Members may be aware that in June, HMRC advertised up to 2,100 vacancies primarily in compliance roles-up to 680 of which will be based at offices in Scotland.",0,21
text1558131.1,NA,172091,Barry Gardiner,Lab,17/10/2014,European Union (Referendum) Bill,"Member for Cleethorpes (Martin Vickers), who has had a tradition of opposition to the European Union going back many years, as have many Conservative Members.",1,19
text1560071.1,NA,173201,Nick De Bois,Con,23/10/2014,Oral Hormone Pregnancy Tests,I echo what my hon.,0,3
text1561983.1,NA,174039,William Hague,Con,30/10/2014,Business of the House,Gentleman cannot ask the rest of us to have no discussion about the affairs of the rest of the United Kingdom.,0,20
text1564415.1,NA,174975,Ed Vaizey,Con,07/11/2014,Football Governance Bill,I echo the hon.,0,15
text1564717.1,NA,175102,CHAIR,NA,10/11/2014,Points of Order,"Members wrote to me, presumably independently of each other because I do not think that Members are in the habit of sharing their letters to the Speaker with each other, to indicate that they intended to speak in the debate on the European arrest warrant.",1,12
text1575505.1,NA,180503,Kate Green,Lab,17/12/2014,Housing Benefit (Abolition of Social Sector Size Criteria),Waiting lists have been coming down because the eligibility criteria for housing have been tightened.,0,13
141554,text1164405.1,147999,Doug Henderson,Lab,18/03/2009,The Economy,A number of them have been very thoughtful and interesting.,0,1
376179,text1188802.1,391800,Mike O'Brien,Lab,14/07/2009,Health Care (Shropshire),Investment in community services remains a high priority for us.,0,13
440309,text1196065.1,458801,James Brokenshire,Con,28/10/2009,Dartford River Crossing,What level of charges has been assumed?,0,10
555618,text1209210.1,579799,John Barrett,LibDem,12/01/2010,Exportable Benefits,People on low incomes who depend on such benefits to make ends meet do not have time for endless pontification from the DWP.,0,18
586234,text1213216.1,611756,Ian Lucas,Lab,26/01/2010,Cadbury,"We are determined that the levels of investment in Cadbury UK are maintained and that, at a time when people are worried about their jobs, the utmost is done to secure those jobs.",0,15
918373,text1253074.1,958806,Francis Maude,Con,14/10/2010,Public Bodies Reform [Cabinet Office],It may sound absurd but it was and remains incredibly difficult to gain firm information on such bodies.,0,20
959014,text1258990.1,1001495,Andrew George,LibDem,01/11/2010,Parliamentary Voting System and Constituencies Bill,"We are not asking for any favours for Cornwall, as I have said.",0,20
1515360,text1334533.1,1587488,Diana Johnson,Lab,11/10/2011,Protection of Freedoms Bill,"As I understand it, the firm had behaved properly in simply carrying out the standard CRB check.",0,2
1714288,text1361707.1,1797801,Geraint Davies,Lab,23/01/2012,Youth Unemployment and Bank Bonuses,"Friend the Member for Kirkcaldy and Cowdenbeath (Mr Brown), got together with Barack Obama to ensure that we delivered a fiscal stimulus, and that there was not a depression.",0,1
2039607,text1405651.1,2140880,Nia Griffith,Lab,11/09/2012,UK and Welsh Governments (Finance),We seem to be in a no-growth situation.,0,1
2129745,text1416782.1,2235741,Norman Baker,LibDem,09/11/2012,Disabled Persons' Parking Badges Bill,That is not being taken away.,0,10
2418865,text1454443.1,2541820,Stephen Williams,LibDem,17/04/2013,Finance (No. 2) Bill,How many weeks has the Labour party believed in this policy?,0,1
2748716,text1497742.1,2890035,Nicholas Boles,Con,22/11/2013,Local Development Planning (Nuneaton),That is why a plan is so important.,0,14
2784413,text1502395.1,2927622,Gordon Brown,Lab,09/12/2013,Tributes to Nelson Mandela,"First, Oprah Winfrey bid for it, then Elton John.",0,20
2886101,text1515390.1,3034887,Sammy Wilson,DUP,04/02/2014,Energy Company Charges,It is a huge incentive.,0,8
3039752,text1534965.1,3199764,Lyn Brown,Lab,01/05/2014,Cervical Cancer Screening,"Newham has a lower incidence of cancer than many other areas, but, sadly, our mortality rate is higher, owing mainly to late presentation.",0,3
3223985,text1557294.1,3395549,Martin Vickers,Con,15/10/2014,Grimsby Seafood Manufacturers,I share my hon.,0,4
3308107,text1568870.1,3485263,Ben Gummer,Con,26/11/2014,The Economy,Gentleman has put a motion before the House on the performance of the economy.,0,1
text1284007.1,NA,53618,Stephen Dorrell,Con,31/01/2011,Health and Social Care Bill,"We must address the democratic deficit, because we cannot bring change on the scale that we need to deliver the efficiency gain without engaging local communities.",0,13
371371,text1188187.1,386812,Nick Palmer,Lab,13/07/2009,Political Parties and Elections Bill,"Does he agree that the Electoral Commission does not oppose the change, as is sometimes reported, but says simply that the House will need to consider the consequences carefully?",0,20
592893,text1213833.1,618689,Huw Irranca-Davies,Lab,27/01/2010,Water and Sewerage (South-west),Gentleman and his party whatever.,0,21
593255,text1213962.1,619085,Harriet Harman,Lab,28/01/2010,Equality Bill (Religious Groups) [Oral Answers to Questions > Women and Equality],"To make it clear, the law applies to religious organisations when they employ people in non-religious jobs in the same way that it does to everyone else.",0,2
805132,text1238149.1,841238,Nick Gibb,Con,30/06/2010,Building Schools for the Future (Liverpool),"There are eight official stages to the BSF process, but each one contains its own substrata of complexity.",0,6
956335,text1258513.1,998544,Robert Halfon,Con,28/10/2010,The Internet and Privacy,"Whilst Google considered it unlikely that it had collected anything other than fragments of content, we wanted to make our own judgment as to the likelihood that significant personal data had been retained and, if so, the extent of any intrusion.",0,17
961132,text1259470.1,1003798,Chris Bryant,Lab,02/11/2010,Parliamentary Voting System and Constituencies Bill,"Of course we want to ensure that there is no opportunity for corruption in the use of postal ballots, but my experience is that many elderly and other people, particularly those who cannot predict the precise timing of their work commitments, value the current provisions on postal voting.",0,2
1017943,text1267120.1,1063797,Andy Burnham,Lab,24/11/2010,Schools White Paper,Gentleman brings a lethal mix of incompetence and ideology to this crucial brief.,0,6
1051728,text1271910.1,1099435,CHAIR,NA,07/12/2010,Gypsy and Traveller Sites,"The two Front-Bench speakers will take up 15 minutes apiece, so there is scope for other speeches to be made.",0,2
1167227,text1287519.1,1222335,Edward Balls,Lab,09/02/2011,Banking,"On pay transparency, again we have a damp squib.",0,15
1274090,text1302129.1,1335223,Nick Herbert,Con,30/03/2011,Police Reform and Social Responsibility Bill,Its purpose is to clarify the roles and responsibilities in law.,0,12
1315500,text1307127.1,1378452,Priti Patel,Con,04/05/2011,Small and Medium-sized Businesses (Witham),"I pay tribute to them, because they have struggled and are on the front line.",0,15
1525197,text1335819.1,1597784,Zac Goldsmith,Con,13/10/2011,Procedure Committee Reports,I absolutely concur with her view that most people have no idea what they are doing when they vote.,0,2
1563620,text1341122.1,1638562,Nick Smith,Lab,27/10/2011,NHS Care of Older People,"What is less clear is why this has not always been tackled and what needs to happen to effect change.”People have talked about a culture of indifference or, worse, of neglect, and ask what has happened to common compassion and kindness.",0,3
1937965,text1391912.1,2033380,John Glen,Con,14/06/2012,Mental Health,"In the short time available, I wish to address two subjects.",0,3
2268637,text1435014.1,2383235,Andy McDonald,Lab,23/01/2013,Housing Benefit Entitlement,"This dreadful provision should be revoked immediately, and people should come to their senses before it is too late.",0,13
2561756,text1473204.1,2693317,Jo Swinson,LibDem,09/07/2013,Zero-hours contracts,I shall give examples of people who that arrangement might suit.,0,5
2669928,text1487253.1,2806704,Theresa May,Con,22/10/2013,Immigration Bill,"Lady checks her facts, because I believe the decision not to fingerprint clandestines at the juxtaposed controls was actually taken before the 2010 general election.",0,2
2822716,text1507473.1,2968173,Clive Efford,Lab,08/01/2014,Fixed Odds Betting Terminals,There are eminent people in the Responsible Gambling Trust and I endorse what my hon.,0,15
2833816,text1508897.1,2980106,Jeremy Wright,Con,14/01/2014,Offender Rehabilitation Bill [Lords],"She has mentioned the Opposition day debate, in which there was a vote and the House voted against her point of view.",0,12
3047805,text1535997.1,3208682,Mark Harper,Con,07/05/2014,Immigration Bill,"Friend the Member for Aldridge-Brownhills (Sir Richard Shepherd), whom I respect hugely on these matters, but there is a balance to be struck between defending the liberties of our citizens and protecting us from terrorism.",0,2
3147429,text1548062.1,3314143,Esther McVey,Con,10/07/2014,Jobcentre Plus,That is why we have done things such as introduce the claimant commitment.,0,5
3252998,text1561333.1,3426643,David Anderson,Lab,28/10/2014,Coalfield Communities,A recent report in a newspaper called The Register stated:“The capacity crunch has been predicted for about seven years...,0,10
3342635,text1573088.1,3521664,Jim Shannon,DUP,09/12/2014,Anti-Semitism,"When it comes to such dreadful stereotypes, a variety of sports people have got into trouble recently for their racist, sectarian or anti-Semitic remarks.",0,2
text1161937.1,NA,5624,Michael Connarty,Lab,10/03/2009,European Working Time Directive,Apart from mentioning the Liberal Democrat Member of the European Parliament who voted against the interests that the hon.,1,19
text1162258.1,NA,5929,Dan Rogerson,LibDem,11/03/2009,Business Rate Supplements Bill,Member for Cities of London and Westminster (Mr. Field) is absolutely right that BIDs and the BRS will do different things in different places.,0,15
text1231687.1,NA,33524,George Osborne,Con,08/06/2010,Economic Affairs and Work and Pensions,"As far as I can tell from their contest at the moment, they seem to think that they just did not speak enough about immigration and Europe in the campaign.",0,20
text1260812.1,NA,43490,Edward Leigh,Con,04/11/2010,Strategic Defence and Security Review,Member for Lagan Valley (Mr Donaldson) made an important point about the potential threat in Northern Ireland.,0,16
text1310848.1,NA,64580,David Cameron,Con,18/05/2011,Engagements [Oral Answers to Questions > Oral Answers to Questions > Prime Minister > Prime Minister],I would then join with everyone in this House and beyond who supports our United Kingdom to ensure that we keep it together.,0,20
text1349340.1,NA,78378,Nick De Bois,Con,24/11/2011,Extradition,"Members by going into that in detail-I will assume a degree of understanding-but essentially, under the European arrest warrant scheme, people can be extradited for acts and behaviours that, no matter how abhorrent we may consider them-xenophobia is the most well known example-are not criminal offences in the UK.",1,12
text1364296.1,NA,84688,Mike Hancock,LibDem,31/01/2012,Local Government Finance Bill,"Suggesting that 20,000 people leaving London will be easy is an easy soundbite, but I simply do not believe it.",0,14
text1432504.1,NA,113813,Tony Baldry,Con,17/01/2013,Horsemeat (Supermarket Products),"There are a finite number of abattoirs, slaughter houses and renderers both here and in the Republic of Ireland, so must it not be possible, in fairly short order, to discover where the horsemeat entered the food chain and react accordingly?",0,4
text1458759.1,NA,125116,Geraint Davies,Lab,14/05/2013,Cost of Living,"In Greece, people are moving towards the Nazis and extreme communists.",0,19
text1473078.1,NA,131481,Mark Durkan,SDLP,09/07/2013,Northern Ireland (Miscellaneous Provisions) Bill,"We went through the various permutations, and d'Hondt was the one that most people were familiar with, because of their experience with the European Parliament.",1,21
text1517785.1,NA,150285,Jim Shannon,DUP,11/02/2014,Tourism (VAT),"Members spoke in the debate about the jobs that could be created; the figure for Northern Ireland was almost 15,000.",0,15
text1525924.1,NA,154688,Angela Smith,Lab,18/03/2014,Ukraine,I agree entirely with what everyone has said about the need for us to speak with one voice in ensuring that we do not allow Russia effectively to get away with it.,0,19
25312,text1151696.2,26736,Tim Farron,LibDem,21/01/2009,Mountain Rescue Teams,I pay tribute to Stewart Hulse from mountain rescue in my constituency-another MBE-who has been leading the way in that matter.,0,21
