uid,text,label,metadata__gold,metadata__sentence_id,metadata__pre_sentence,metadata__post_sentence,metadata__manifesto_id
1170006591,It would be wrong to try and end immigration completely but we have to manage migration so that it benefits Britain and is fair for everyone.,0,FALSE,1170006591,"As a consequence of these changes, be able to cancel the Government's billion-pound prison building programme. A firm but fair immigration system.   Britain has always been an open, welcoming country, and thousands of businesses, schools and hospitals in many parts of the country rely on people who've come to live here from overseas.","The immigration system is in chaos after decades of incompetent management. The Government has failed to plan properly for new migrants, making it harder for people to integrate.",LD 2010
1170006601,The immigration system is in chaos after decades of incompetent management.,0,TRUE,1170006601,"A firm but fair immigration system.   Britain has always been an open, welcoming country, and thousands of businesses, schools and hospitals in many parts of the country rely on people who've come to live here from overseas. It would be wrong to try and end immigration completely but we have to manage migration so that it benefits Britain and is fair for everyone.","The Government has failed to plan properly for new migrants, making it harder for people to integrate. No-one has any idea how many people are here illegally, and there aren't even exit checks at all ports and airports to ensure that people here on temporary visas go home on time.",LD 2010
1170006611,"The Government has failed to plan properly for new migrants, making it harder for people to integrate.",-1,FALSE,1170006611,It would be wrong to try and end immigration completely but we have to manage migration so that it benefits Britain and is fair for everyone. The immigration system is in chaos after decades of incompetent management.,"No-one has any idea how many people are here illegally, and there aren't even exit checks at all ports and airports to ensure that people here on temporary visas go home on time. We will create a fair system that works and promotes integration.",LD 2010
1170006621,"No-one has any idea how many people are here illegally, and there aren't even exit checks at all ports and airports to ensure that people here on temporary visas go home on time.",1,FALSE,1170006621,"The immigration system is in chaos after decades of incompetent management. The Government has failed to plan properly for new migrants, making it harder for people to integrate.",We will create a fair system that works and promotes integration. We will:  Immediately reintroduce exit checks at all ports and airports.,LD 2010
1170006631,We will create a fair system that works and promotes integration.,-1,FALSE,1170006631,"The Government has failed to plan properly for new migrants, making it harder for people to integrate. No-one has any idea how many people are here illegally, and there aren't even exit checks at all ports and airports to ensure that people here on temporary visas go home on time.",We will:  Immediately reintroduce exit checks at all ports and airports. Secure Britain's borders by giving a National Border Force police powers.,LD 2010
1170006651,Secure Britain's borders by giving a National Border Force police powers.,1,FALSE,1170006651,We will create a fair system that works and promotes integration. We will:  Immediately reintroduce exit checks at all ports and airports.,Introduce a regional points-based system to ensure that migrants can work only where they are needed. We need to enforce any immigration system through rigorous checks on businesses and a crackdown on rogue employers who profit from illegal labour.,LD 2010
1170006661,Introduce a regional points-based system to ensure that migrants can work only where they are needed.,1,TRUE,1170006661,We will:  Immediately reintroduce exit checks at all ports and airports. Secure Britain's borders by giving a National Border Force police powers.,"We need to enforce any immigration system through rigorous checks on businesses and a crackdown on rogue employers who profit from illegal labour. Prioritise deportation efforts on criminals, people-traffickers and other high-priority cases.",LD 2010
1170006671,We need to enforce any immigration system through rigorous checks on businesses and a crackdown on rogue employers who profit from illegal labour.,1,FALSE,1170006671,Secure Britain's borders by giving a National Border Force police powers. Introduce a regional points-based system to ensure that migrants can work only where they are needed.,"Prioritise deportation efforts on criminals, people-traffickers and other high-priority cases. We will let law-abiding families earn citizenship.",LD 2010
1170006691,We will let law-abiding families earn citizenship.,-1,FALSE,1170006691,"We need to enforce any immigration system through rigorous checks on businesses and a crackdown on rogue employers who profit from illegal labour. Prioritise deportation efforts on criminals, people-traffickers and other high-priority cases.","We will allow people who have been in Britain without the correct papers for ten years, but speak English, have a clean record and want to live here long-term to earn their citizenship. This route to citizenship will not apply to people arriving after 2010.",LD 2010
1170006701,"We will allow people who have been in Britain without the correct papers for ten years, but speak English, have a clean record and want to live here long-term to earn their citizenship.",-1,TRUE,1170006701,"Prioritise deportation efforts on criminals, people-traffickers and other high-priority cases. We will let law-abiding families earn citizenship.",This route to citizenship will not apply to people arriving after 2010. A safe haven for those fleeing persecution. Britain has a responsibility to welcome refugees fleeing wars and persecution around the world.,LD 2010
1170006711,This route to citizenship will not apply to people arriving after 2010.,1,FALSE,1170006711,"We will let law-abiding families earn citizenship. We will allow people who have been in Britain without the correct papers for ten years, but speak English, have a clean record and want to live here long-term to earn their citizenship.",A safe haven for those fleeing persecution. Britain has a responsibility to welcome refugees fleeing wars and persecution around the world. Liberal Democrats will abide by Britain's international obligations and restore confidence in the asylum system by making it firm and fair.,LD 2010
1170006721,A safe haven for those fleeing persecution. Britain has a responsibility to welcome refugees fleeing wars and persecution around the world.,-1,FALSE,1170006721,"We will allow people who have been in Britain without the correct papers for ten years, but speak English, have a clean record and want to live here long-term to earn their citizenship. This route to citizenship will not apply to people arriving after 2010.","Liberal Democrats will abide by Britain's international obligations and restore confidence in the asylum system by making it firm and fair. We will:  Take responsibility for asylum away from the Home Office and give it to a wholly independent agency, as has been successful in Canada.",LD 2010
1170006741,"We will:  Take responsibility for asylum away from the Home Office and give it to a wholly independent agency, as has been successful in Canada.",0,TRUE,1170006741,A safe haven for those fleeing persecution. Britain has a responsibility to welcome refugees fleeing wars and persecution around the world. Liberal Democrats will abide by Britain's international obligations and restore confidence in the asylum system by making it firm and fair.,"Push for a co-ordinated EU-wide asylum system to ensure that the responsibility is fairly shared between member states. Allow asylum seekers to work, saving taxpayers' money and allowing them the dignity of earning their living instead of having to depend on handouts.",LD 2010
1170006761,"Allow asylum seekers to work, saving taxpayers' money and allowing them the dignity of earning their living instead of having to depend on handouts.",-1,FALSE,1170006761,"We will:  Take responsibility for asylum away from the Home Office and give it to a wholly independent agency, as has been successful in Canada. Push for a co-ordinated EU-wide asylum system to ensure that the responsibility is fairly shared between member states.","End the detention of children in immigration detention centres. Alternative systems such as electronic tagging, stringent reporting requirements and residence restrictions can be used for adults in families considered high flight risks.",LD 2010
1170006771,End the detention of children in immigration detention centres.,-1,FALSE,1170006771,"Push for a co-ordinated EU-wide asylum system to ensure that the responsibility is fairly shared between member states. Allow asylum seekers to work, saving taxpayers' money and allowing them the dignity of earning their living instead of having to depend on handouts.","Alternative systems such as electronic tagging, stringent reporting requirements and residence restrictions can be used for adults in families considered high flight risks. End deportations of refugees to countries where they face persecution, imprisonment, torture or execution and end the detention of individuals for whom removal is not possible or imminent, except where there is a significant risk of absconding.",LD 2010
1170006791,"End deportations of refugees to countries where they face persecution, imprisonment, torture or execution and end the detention of individuals for whom removal is not possible or imminent, except where there is a significant risk of absconding.",-1,FALSE,1170006791,"End the detention of children in immigration detention centres. Alternative systems such as electronic tagging, stringent reporting requirements and residence restrictions can be used for adults in families considered high flight risks.","Better and more affordable homes. In a fair society, everyone should have the right to a decent home, but this is not the reality of Britain today. There should be quality social and private rented housing available for those who need or choose it.",LD 2010
1180000961,"Changing with immigration, changing as people move more frequently, as young people grow up more quickly and older people live longer.",-1,FALSE,1180000961,it is strong in many different ways. But it is changing fast.,"We will protect the things people value: families, strong communities, local institutions. We will create a new settlement in our country on how we care for the elderly through the creation of a National Care Service, and fathers will have more time off to spend with their kids.",Lab 2010
1180007291,"We will control immigration with our new Australian-style points-based system ÛÓ unlike the arbitrary Tory quota, which would damage business and growth.",1,FALSE,1180007291,would cut police and PCSO numbers and favour political police chiefs over real reform.,"The next stage of national renewal. Provide the funding to maintain police and PCSO numbers with neighbourhood police teams in every area, spending 80 per cent of their time on the beat visible in their neighbourhood improve police performance through online police report cards and ensure failing forces are taken over by the best.",Lab 2010
1180007411,"We understand people's concerns about immigration - about whether it will undermine their wages or job prospects, or put pressure on public services or housing - and we have acted.",1,FALSE,1180007411,"But people are still worried about binge drinking, problem families and anti-social behaviour. We are committed to tackling these problems, not talking them up to run Britain down.","Asylum claims are down to the levels of the early 1990s and net inward migration has fallen. We will use our new Australian-style points-based system to ensure that as growth returns we see rising employment and wages, not rising immigration - but we reject the arbitrary and unworkable Tory quota.",Lab 2010
1180007421,Asylum claims are down to the levels of the early 1990s and net inward migration has fallen.,1,FALSE,1180007421,"We are committed to tackling these problems, not talking them up to run Britain down. We understand people's concerns about immigration - about whether it will undermine their wages or job prospects, or put pressure on public services or housing - and we have acted.","We will use our new Australian-style points-based system to ensure that as growth returns we see rising employment and wages, not rising immigration - but we reject the arbitrary and unworkable Tory quota. Protecting frontline policing. There are now record numbers of police officers - nearly 17,000 more than in 1997 - backed up by 16,000 Police Community Support Officers.",Lab 2010
1180007431,"We will use our new Australian-style points-based system to ensure that as growth returns we see rising employment and wages, not rising immigration - but we reject the arbitrary and unworkable Tory quota.",1,FALSE,1180007431,"We understand people's concerns about immigration - about whether it will undermine their wages or job prospects, or put pressure on public services or housing - and we have acted. Asylum claims are down to the levels of the early 1990s and net inward migration has fallen.","Protecting frontline policing. There are now record numbers of police officers - nearly 17,000 more than in 1997 - backed up by 16,000 Police Community Support Officers. We are committed to giving the police the resources to maintain these numbers, with funding assured for the next three years.",Lab 2010
1180008201,Strong borders and immigration controls. We are committed to an immigration system that promotes and protects British values.,1,FALSE,1180008201,strengthening the Serious Organised Crime Agency and encouraging police forces to co-operate across force boundaries and international borders and responding quickly to new threats including cybercrime.,"People need to know that immigration is controlled, that the rules are firm and fair, and that there is support for communities in dealing with change. Our borders are stronger than ever.",Lab 2010
1180008211,"People need to know that immigration is controlled, that the rules are firm and fair, and that there is support for communities in dealing with change.",1,FALSE,1180008211,and responding quickly to new threats including cybercrime. Strong borders and immigration controls. We are committed to an immigration system that promotes and protects British values.,"Our borders are stronger than ever. A new Border Agency has police-level powers and thousands more immigration officers, 100 per cent of visas are now biometric, and new electronic border controls will be counting people in and out by the end of the year.",Lab 2010
1180008221,Our borders are stronger than ever.,1,FALSE,1180008221,"Strong borders and immigration controls. We are committed to an immigration system that promotes and protects British values. People need to know that immigration is controlled, that the rules are firm and fair, and that there is support for communities in dealing with change.","A new Border Agency has police-level powers and thousands more immigration officers, 100 per cent of visas are now biometric, and new electronic border controls will be counting people in and out by the end of the year. Asylum claims are back down to early 1990s levels, and the cost of asylum support to the taxpayer has been cut by half in the last six years.",Lab 2010
1180008231,"A new Border Agency has police-level powers and thousands more immigration officers, 100 per cent of visas are now biometric, and new electronic border controls will be counting people in and out by the end of the year.",1,FALSE,1180008231,"People need to know that immigration is controlled, that the rules are firm and fair, and that there is support for communities in dealing with change. Our borders are stronger than ever.","Asylum claims are back down to early 1990s levels, and the cost of asylum support to the taxpayer has been cut by half in the last six years. Genuine refugees will continue to receive protection.",Lab 2010
1180008241,"Asylum claims are back down to early 1990s levels, and the cost of asylum support to the taxpayer has been cut by half in the last six years.",1,FALSE,1180008241,"Our borders are stronger than ever. A new Border Agency has police-level powers and thousands more immigration officers, 100 per cent of visas are now biometric, and new electronic border controls will be counting people in and out by the end of the year.","Genuine refugees will continue to receive protection. Our new Australian-style points-based system is ensuring we get the migrants our economy needs, but no more.",Lab 2010
1180008251,Genuine refugees will continue to receive protection.,-1,FALSE,1180008251,"A new Border Agency has police-level powers and thousands more immigration officers, 100 per cent of visas are now biometric, and new electronic border controls will be counting people in and out by the end of the year. Asylum claims are back down to early 1990s levels, and the cost of asylum support to the taxpayer has been cut by half in the last six years.","Our new Australian-style points-based system is ensuring we get the migrants our economy needs, but no more. We will gradually tighten the criteria in line with the needs of the British economy and the values of British citizenship, and step up our action against illegal immigration.",Lab 2010
1180008271,"We will gradually tighten the criteria in line with the needs of the British economy and the values of British citizenship, and step up our action against illegal immigration.",1,FALSE,1180008271,"Genuine refugees will continue to receive protection. Our new Australian-style points-based system is ensuring we get the migrants our economy needs, but no more.","There will be no unskilled migration from outside the EU. Skilled jobs are now advertised here first for four weeks with more vacancies going to local workers, and public procurement will in future give priority to local people.",Lab 2010
1180008281,There will be no unskilled migration from outside the EU.,1,FALSE,1180008281,"Our new Australian-style points-based system is ensuring we get the migrants our economy needs, but no more. We will gradually tighten the criteria in line with the needs of the British economy and the values of British citizenship, and step up our action against illegal immigration.","Skilled jobs are now advertised here first for four weeks with more vacancies going to local workers, and public procurement will in future give priority to local people. The points-based system will be used to control migration with limits for high-skilled workers and university students.",Lab 2010
1180008301,The points-based system will be used to control migration with limits for high-skilled workers and university students.,1,FALSE,1180008301,"There will be no unskilled migration from outside the EU. Skilled jobs are now advertised here first for four weeks with more vacancies going to local workers, and public procurement will in future give priority to local people.","As growth returns we want to see rising levels of employment and wages, not rising immigration. We recognise that immigration can place pressures on housing and public services in some communities so we will expand the Migration Impact Fund, paid for by contributions from migrants, to help local areas.",Lab 2010
1180008311,"As growth returns we want to see rising levels of employment and wages, not rising immigration.",1,FALSE,1180008311,"Skilled jobs are now advertised here first for four weeks with more vacancies going to local workers, and public procurement will in future give priority to local people. The points-based system will be used to control migration with limits for high-skilled workers and university students.","We recognise that immigration can place pressures on housing and public services in some communities so we will expand the Migration Impact Fund, paid for by contributions from migrants, to help local areas. We know that migrants who are fluent in English are more likely to work and find it easier to integrate.",Lab 2010
1180008321,"We recognise that immigration can place pressures on housing and public services in some communities so we will expand the Migration Impact Fund, paid for by contributions from migrants, to help local areas.",-1,FALSE,1180008321,"The points-based system will be used to control migration with limits for high-skilled workers and university students. As growth returns we want to see rising levels of employment and wages, not rising immigration.","We know that migrants who are fluent in English are more likely to work and find it easier to integrate. So as well as making our English test harder, we will ensure it is taken by all applicants before they arrive.",Lab 2010
1180008331,We know that migrants who are fluent in English are more likely to work and find it easier to integrate.,-1,FALSE,1180008331,"As growth returns we want to see rising levels of employment and wages, not rising immigration. We recognise that immigration can place pressures on housing and public services in some communities so we will expand the Migration Impact Fund, paid for by contributions from migrants, to help local areas.","So as well as making our English test harder, we will ensure it is taken by all applicants before they arrive. Local councils and other public services should keep funding for translation services to a minimum.",Lab 2010
1180008341,"So as well as making our English test harder, we will ensure it is taken by all applicants before they arrive.",1,FALSE,1180008341,"We recognise that immigration can place pressures on housing and public services in some communities so we will expand the Migration Impact Fund, paid for by contributions from migrants, to help local areas. We know that migrants who are fluent in English are more likely to work and find it easier to integrate.",Local councils and other public services should keep funding for translation services to a minimum. Many public-sector workers are already required to meet minimum standards of English,Lab 2010
1180008381,"Because we believe coming to Britain is a privilege and not a right, we will break the automatic link between staying here for a set period and being able to settle or gain citizenship.",1,FALSE,1180008381,Many public-sector workers are already required to meet minimum standards of English we will build on this to ensure that all employees who have contact with the public possess an appropriate level of English language competence.,"In future, staying will be dependent on the points-based system, and access to benefits and social housing will increasingly be reserved for British citizens and permanent residents - saving the taxpayer hundreds of millions of pounds each year. We will continue to emphasise the value we place on citizenship, and the responsibilities as well as rights it brings, through the citizenship pledge and ceremony, and by strengthening the test of British values and traditions.",Lab 2010
1180008401,"We will continue to emphasise the value we place on citizenship, and the responsibilities as well as rights it brings, through the citizenship pledge and ceremony, and by strengthening the test of British values and traditions.",1,FALSE,1180008401,"Because we believe coming to Britain is a privilege and not a right, we will break the automatic link between staying here for a set period and being able to settle or gain citizenship. In future, staying will be dependent on the points-based system, and access to benefits and social housing will increasingly be reserved for British citizens and permanent residents - saving the taxpayer hundreds of millions of pounds each year.","Creative Britain: active and flourishing communities. To build on the renaissance that British sport, culture and the arts have enjoyed in the last decade in the new climate of financial restraint. The voluntary and community sector has a new lease of life, but needs its potential to be fully harnessed.",Lab 2010
2040000292,"As a welcoming nation, Plaid Cymru recognises the invaluable contribution that migrants have made to Wales.",-1,FALSE,2040000292,"We demand increased representation for Wales in the EU. This includes a fair number of MEPs for Wales, a European Parliament office in Wales, a rotating European Commissioner and most importantly, a vote for Wales in the Council of Ministers.","Our civic nationalism celebrates tolerance, mutual understanding and difference. We condemn the point-scoring used by other parties and the pandering to unfounded xenophobic prejudices in the debate on immigration.",PC 2010
2040000294,We condemn the point-scoring used by other parties and the pandering to unfounded xenophobic prejudices in the debate on immigration.,-1,TRUE,2040000294,"As a welcoming nation, Plaid Cymru recognises the invaluable contribution that migrants have made to Wales. Our civic nationalism celebrates tolerance, mutual understanding and difference.","Plaid Cymru also supports the right of asylum seekers to work in the UK while they wait for status decisions to be made and we call for the speeding up of the unnecessarily complicated asylum system. We condemn the practice of housing recently-arrived asylum seekers, especially children, in ÒdetentionÓ or ÒremovalÓ centres as punitive and cruel.",PC 2010
2040000295,Plaid Cymru also supports the right of asylum seekers to work in the UK while they wait for status decisions to be made and we call for the speeding up of the unnecessarily complicated asylum system.,-1,TRUE,2040000295,"Our civic nationalism celebrates tolerance, mutual understanding and difference. We condemn the point-scoring used by other parties and the pandering to unfounded xenophobic prejudices in the debate on immigration.","We condemn the practice of housing recently-arrived asylum seekers, especially children, in ÒdetentionÓ or ÒremovalÓ centres as punitive and cruel. A just world.  Plaid Cymru MPs voted against the illegal war in Iraq and the war in Afghanistan.",PC 2010
2030000211,and we will argue for Scotland to take responsibility for immigration so that we can develop a system here at home that more closely meets our needs.,0,TRUE,2030000211,"We believe a new approach is needed in the way Scotland is represented in the EU. Independence would give us our own seat at the top table of europe, and until then, we will argue for Scotland to have an enhanced role within the UK, including leading on issues such as fisheries where Scotland has the majority UK interest.","an Ôearned citizenshipÕ system, similar to those in Canada or australia, would allow Scotland to attract high-skill immigrants who can add to the strength of our economy and help deliver growing prosperity for the whole nation. Scotland can be proud of its place in the world.",SNP 2010
2030000212,"an Ôearned citizenshipÕ system, similar to those in Canada or australia, would allow Scotland to attract high-skill immigrants who can add to the strength of our economy and help deliver growing prosperity for the whole nation.",-1,TRUE,2030000212,"Independence would give us our own seat at the top table of europe, and until then, we will argue for Scotland to have an enhanced role within the UK, including leading on issues such as fisheries where Scotland has the majority UK interest. and we will argue for Scotland to take responsibility for immigration so that we can develop a system here at home that more closely meets our needs.",Scotland can be proud of its place in the world. Scottish troops have served in operations around the globe with distinction.,SNP 2010
2020000103,"3 Immigration & Asylum.  As a member of the EU, Britain has lost control of her borders.",1,FALSE,2020000103,"Abolish costly EU hindrances on businesses such as carbon cap schemes, emissions trading, landfill taxes and renewable subsidies. Bring Britain in line with our major competitors by amending the UK Takeover Code to prevent foreign interests from gaining control of strategic British companies in sectors such as defence and energy.",Some 2.5 million immigrants have arrived since 1997 and up to one million economic migrants live here illegally. Former New Labour staff maintain that this policy has been a deliberate attempt to water down the British identity and buy votes.,UKIP 2010
2020000104,Some 2.5 million immigrants have arrived since 1997 and up to one million economic migrants live here illegally.,1,FALSE,2020000104,"Bring Britain in line with our major competitors by amending the UK Takeover Code to prevent foreign interests from gaining control of strategic British companies in sectors such as defence and energy. 3 Immigration & Asylum.  As a member of the EU, Britain has lost control of her borders.",Former New Labour staff maintain that this policy has been a deliberate attempt to water down the British identity and buy votes. EU and human rights legislation means we cannot even expel foreign criminals if they come from another EU country.,UKIP 2010
2020000105,Former New Labour staff maintain that this policy has been a deliberate attempt to water down the British identity and buy votes.,1,FALSE,2020000105,"3 Immigration & Asylum.  As a member of the EU, Britain has lost control of her borders. Some 2.5 million immigrants have arrived since 1997 and up to one million economic migrants live here illegally.",EU and human rights legislation means we cannot even expel foreign criminals if they come from another EU country. This is why immigration control is so essential and overdue.,UKIP 2010
2020000106,EU and human rights legislation means we cannot even expel foreign criminals if they come from another EU country.,1,FALSE,2020000106,Some 2.5 million immigrants have arrived since 1997 and up to one million economic migrants live here illegally. Former New Labour staff maintain that this policy has been a deliberate attempt to water down the British identity and buy votes.,"This is why immigration control is so essential and overdue. UKIP will: End mass, uncontrolled immigration.",UKIP 2010
2020000107,This is why immigration control is so essential and overdue.,1,FALSE,2020000107,Former New Labour staff maintain that this policy has been a deliberate attempt to water down the British identity and buy votes. EU and human rights legislation means we cannot even expel foreign criminals if they come from another EU country.,"UKIP will: End mass, uncontrolled immigration. UKIP calls for an immediate five-year freeze on immigration for permanent settlement.",UKIP 2010
2020000108,"UKIP will: End mass, uncontrolled immigration.",1,FALSE,2020000108,EU and human rights legislation means we cannot even expel foreign criminals if they come from another EU country. This is why immigration control is so essential and overdue.,"UKIP calls for an immediate five-year freeze on immigration for permanent settlement. We aspire to ensuring any future immigration does not exceed 50,000 people p.a.",UKIP 2010
2020000109,UKIP calls for an immediate five-year freeze on immigration for permanent settlement.,1,FALSE,2020000109,"This is why immigration control is so essential and overdue. UKIP will: End mass, uncontrolled immigration.","We aspire to ensuring any future immigration does not exceed 50,000 people p.a. Regain control of UK borders.",UKIP 2010
2020000110,"We aspire to ensuring any future immigration does not exceed 50,000 people p.a.",1,FALSE,2020000110,"UKIP will: End mass, uncontrolled immigration. UKIP calls for an immediate five-year freeze on immigration for permanent settlement.",Regain control of UK borders. This can only be done by leaving the European Union.,UKIP 2010
2020000111,Regain control of UK borders.,1,TRUE,2020000111,"UKIP calls for an immediate five-year freeze on immigration for permanent settlement. We aspire to ensuring any future immigration does not exceed 50,000 people p.a.",This can only be done by leaving the European Union. Entry for work will be on a time-limited work permit only.,UKIP 2010
2020000115,Overstaying will be a criminal offence.,1,TRUE,2020000115,#REF!,Ensure all EU citizens who came to Britain after 1 January 2004 are treated in the same way as citizens from other countries (unless entitled to 'Permanent Leave to Remain'). Non- UK citizens travelling to or from the UK will have their entry and exit recorded.,UKIP 2010
2020000116,Ensure all EU citizens who came to Britain after 1 January 2004 are treated in the same way as citizens from other countries (unless entitled to 'Permanent Leave to Remain').,1,FALSE,2020000116,#REF!,"Non- UK citizens travelling to or from the UK will have their entry and exit recorded. To enforce this, the number of UK Borders Agency staff engaged in controlling immigration will be tripled to 30,000.",UKIP 2010
2020000117,Non- UK citizens travelling to or from the UK will have their entry and exit recorded.,1,TRUE,2020000117,Overstaying will be a criminal offence. Ensure all EU citizens who came to Britain after 1 January 2004 are treated in the same way as citizens from other countries (unless entitled to 'Permanent Leave to Remain').,"To enforce this, the number of UK Borders Agency staff engaged in controlling immigration will be tripled to 30,000. Ensure that after the five-year freeze, any future immigration for permanent settlement will be on a strictly controlled, points-based system similar to Australia, Canada and New Zealand.",UKIP 2010
2020000118,"To enforce this, the number of UK Borders Agency staff engaged in controlling immigration will be tripled to 30,000.",1,FALSE,2020000118,Ensure all EU citizens who came to Britain after 1 January 2004 are treated in the same way as citizens from other countries (unless entitled to 'Permanent Leave to Remain'). Non- UK citizens travelling to or from the UK will have their entry and exit recorded.,"Ensure that after the five-year freeze, any future immigration for permanent settlement will be on a strictly controlled, points-based system similar to Australia, Canada and New Zealand. Return people found to be living illegally in the UK to their country of origin.",UKIP 2010
2020000119,"Ensure that after the five-year freeze, any future immigration for permanent settlement will be on a strictly controlled, points-based system similar to Australia, Canada and New Zealand.",1,FALSE,2020000119,"Non- UK citizens travelling to or from the UK will have their entry and exit recorded. To enforce this, the number of UK Borders Agency staff engaged in controlling immigration will be tripled to 30,000.",Return people found to be living illegally in the UK to their country of origin. There can be no question of an amnesty for illegal immigrants.,UKIP 2010
2020000120,Return people found to be living illegally in the UK to their country of origin.,1,TRUE,2020000120,"To enforce this, the number of UK Borders Agency staff engaged in controlling immigration will be tripled to 30,000. Ensure that after the five-year freeze, any future immigration for permanent settlement will be on a strictly controlled, points-based system similar to Australia, Canada and New Zealand.",There can be no question of an amnesty for illegal immigrants. Such amnesties merely encourage further illegal immigration.,UKIP 2010
2020000121,There can be no question of an amnesty for illegal immigrants.,1,FALSE,2020000121,"Ensure that after the five-year freeze, any future immigration for permanent settlement will be on a strictly controlled, points-based system similar to Australia, Canada and New Zealand. Return people found to be living illegally in the UK to their country of origin.",Such amnesties merely encourage further illegal immigration. Require those living in the UK under 'Permanent Leave to Remain' to abide by a legally binding 'Undertaking of Residence' ensuring they respect our laws or face deportation.,UKIP 2010
2020000122,Such amnesties merely encourage further illegal immigration.,1,FALSE,2020000122,Return people found to be living illegally in the UK to their country of origin. There can be no question of an amnesty for illegal immigrants.,Require those living in the UK under 'Permanent Leave to Remain' to abide by a legally binding 'Undertaking of Residence' ensuring they respect our laws or face deportation. Such citizens will not be eligible for benefits.,UKIP 2010
2020000123,Require those living in the UK under 'Permanent Leave to Remain' to abide by a legally binding 'Undertaking of Residence' ensuring they respect our laws or face deportation.,1,TRUE,2020000123,There can be no question of an amnesty for illegal immigrants. Such amnesties merely encourage further illegal immigration.,Such citizens will not be eligible for benefits. People applying for British citizenship will have to have completed a period of not less then five years as a resident on 'Permanent Leave to Remain'.,UKIP 2010
2020000125,People applying for British citizenship will have to have completed a period of not less then five years as a resident on 'Permanent Leave to Remain'.,1,FALSE,2020000125,Require those living in the UK under 'Permanent Leave to Remain' to abide by a legally binding 'Undertaking of Residence' ensuring they respect our laws or face deportation. Such citizens will not be eligible for benefits.,New citizens should pass a citizenship test and sign a 'Declaration of British Citizenship' promising to uphold Britain's democratic and tolerant way of life. Enforce the existing terms of the 1951 UN Convention on Refugees until Britain replaces it with an Asylum Act.,UKIP 2010
2020000126,New citizens should pass a citizenship test and sign a 'Declaration of British Citizenship' promising to uphold Britain's democratic and tolerant way of life.,1,TRUE,2020000126,Such citizens will not be eligible for benefits. People applying for British citizenship will have to have completed a period of not less then five years as a resident on 'Permanent Leave to Remain'.,"Enforce the existing terms of the 1951 UN Convention on Refugees until Britain replaces it with an Asylum Act. To avoid disappearances, asylum seekers will be held in secure and humane centres until applications are processed, with limited right to appeal.",UKIP 2010
2020000127,Enforce the existing terms of the 1951 UN Convention on Refugees until Britain replaces it with an Asylum Act.,0,FALSE,2020000127,People applying for British citizenship will have to have completed a period of not less then five years as a resident on 'Permanent Leave to Remain'. New citizens should pass a citizenship test and sign a 'Declaration of British Citizenship' promising to uphold Britain's democratic and tolerant way of life.,"To avoid disappearances, asylum seekers will be held in secure and humane centres until applications are processed, with limited right to appeal. Those seeking asylum must do so in the first 'designated safe country' they enter.",UKIP 2010
2020000128,"To avoid disappearances, asylum seekers will be held in secure and humane centres until applications are processed, with limited right to appeal.",1,FALSE,2020000128,New citizens should pass a citizenship test and sign a 'Declaration of British Citizenship' promising to uphold Britain's democratic and tolerant way of life. Enforce the existing terms of the 1951 UN Convention on Refugees until Britain replaces it with an Asylum Act.,"Those seeking asylum must do so in the first 'designated safe country' they enter. As a member of the EU, Britain has lost control of her borders.",UKIP 2010
2020000130,"As a member of the EU, Britain has lost control of her borders.",1,TRUE,2020000130,"To avoid disappearances, asylum seekers will be held in secure and humane centres until applications are processed, with limited right to appeal. Those seeking asylum must do so in the first 'designated safe country' they enter.","Existing asylum seekers who have had their application refused will be required to leave the country, along with any dependants. Require all travellers to the UK to obtain a visa from a British Embassy or High Commis- sion, except where visa waivers have been agreed with other countries.",UKIP 2010
2020000131,"Existing asylum seekers who have had their application refused will be required to leave the country, along with any dependants.",1,TRUE,2020000131,"Those seeking asylum must do so in the first 'designated safe country' they enter. As a member of the EU, Britain has lost control of her borders.","Require all travellers to the UK to obtain a visa from a British Embassy or High Commis- sion, except where visa waivers have been agreed with other countries. All non-work permit visa entrants to the UK will be required to take out adequate health insurance (except where reciprocal arrangements exist).",UKIP 2010
2020000132,"Require all travellers to the UK to obtain a visa from a British Embassy or High Commis- sion, except where visa waivers have been agreed with other countries.",1,FALSE,2020000132,"As a member of the EU, Britain has lost control of her borders. Existing asylum seekers who have had their application refused will be required to leave the country, along with any dependants.",All non-work permit visa entrants to the UK will be required to take out adequate health insurance (except where reciprocal arrangements exist). Those without insurance will be refused entry.,UKIP 2010
2020000133,All non-work permit visa entrants to the UK will be required to take out adequate health insurance (except where reciprocal arrangements exist).,1,FALSE,2020000133,"Existing asylum seekers who have had their application refused will be required to leave the country, along with any dependants. Require all travellers to the UK to obtain a visa from a British Embassy or High Commis- sion, except where visa waivers have been agreed with other countries.","Those without insurance will be refused entry. Certain visas, such as student visas, will require face- to-face interviews, and UKIP will crack down on bogus educational establishments.",UKIP 2010
2020000134,Those without insurance will be refused entry.,1,FALSE,2020000134,"Require all travellers to the UK to obtain a visa from a British Embassy or High Commis- sion, except where visa waivers have been agreed with other countries. All non-work permit visa entrants to the UK will be required to take out adequate health insurance (except where reciprocal arrangements exist).","Certain visas, such as student visas, will require face- to-face interviews, and UKIP will crack down on bogus educational establishments. Repeal the 1998 Human Rights Act and withdraw from the European Convention on Human Rights and Fundamental Freedoms.",UKIP 2010
