uid,text,label,metadata__row_number
1012,The deadline to register to vote is just 8 days away. Make sure you're registered and that your voter registration is up to date if you've moved or changed your name recently. It only takes a few minutes. Check your status at https://t.co/cgW7OXKhaI https://t.co/IWcPSQaZzO,0,1012
349,"The economy is expanding.
Stock prices are rising.
Corporate profits are soaring.

And yet...wages aren't changing.

https://t.co/ek5PaTmqdN",1,349
551,"The facts are clear — this trade war is still hurting ND farmers. But Kevin Cramer has been content  watching our farmers, ranchers, energy industry &amp; manufacturers suffer. Today was his self-imposed deadline to stand up for ND, but he’s still silent.

https://t.co/xXeKx3d7ME",0,551
972,The fines for not tracking excessive opioid distribution have been too small  but penalties signed into law last week increase the chances that #opioid manufacturers will think twice about the severe penalties of continuing to thwart the law.,0,972
1088,The harm our government has done to families seeking help at our border is absolutely devastating. The cruelties were unfathomable. The lies were repeated. The details in a report by DHS’ Office of Inspector General are heartbreaking. Thread:,1,1088
740,The issue I hear about the most from families in Connecticut is health care  hands down. That's why I worked hard to pass a major bipartisan mental health law and why I'm still fighting to protect people with pre-existing conditions. https://t.co/6DwvNcEPaV,0,740
512,"The left, through bullying tactics, seek to scare Republicans like Ted Cruz and Mitch McConnell. Using physical intimidation of any kind is abusive and aught not be tolerated in our society. I call on Ben Cardin to renounce the bullying of his Republican colleagues in the Senate!",0,512
222,"The list of iconic American companies being hit hard by this trade war keeps growing. Yet another reason I’m fighting for tough trade solutions that don’t hurt our farmers, manufacturers and consumers. https://t.co/bSL2K50hko",0,222
306,"The majority of the tax cuts passed last year went to families. @senatorcarper voted no to giving Delaware families a tax cut. 

It’s time to finally put Delaware families first by voting for Rob Arlett!",1,306
565,"The new SALT cap hurts New Jersey, but @BobMenendezNJ sat on his hands. Instead of fighting for New Jersey, he was fighting to stay out of jail in a federal court room. We need a Senator who puts New Jersey first. #NJSenateDebate",0,565
779,"The new study on the impact of #GLRI released by @glcommission @councilGL_Ind @A4GL @GLMetroChambers @michiganogl @NWFGreatLakes shows what we already know – protecting &amp  restoring our #GreatLakes is a boost for our economy &amp  supports thousands of MI job!
https://t.co/E8isiZM7oY",0,779
471,"The new trade deal between the United States, Mexico and Canada is a huge win for American workers. 

Unfortunately, @senatorcarper will do everything he can to prevent the deal from becoming a win for Delawareans.
#VoteRobArlett",0,471
308,The number of illegal immigrants in Delaware is 30% higher than the national average. When will @senatorcarper put Delaware families before those here illegally? #RetireCarper #VoteRobArlett,1,308
873,"The people of Hawaii are aware and want to be prioritized ahead of Sen. Hirono's partisan political agenda. They want their elected officials to rise above the partisan noise and rhetoric and act with decorum and Aloha.
@maziehirono #RonCurtisForUSSenate
https://t.co/bZZ0Esx3kh https://t.co/ra6OvpYcTU",1,873
142,"The people of Texas are not a small, paranoid people. We are big, bold, ambitious, and focused on the future. https://t.co/ROX8KNBc4d",0,142
902,The polls continue to show our election as a statistical tie. Your ballot could be the one that breaks the tie and pushes us through the finish line. Make sure you have a plan to vote before early voting closes on Nov. 1st. Find your polling place at https://t.co/cgW7OXKhaI https://t.co/oaaeLEwfdV,0,902
523,"The possibility of criminal wrongdoing by the president, combined with Brett Kavanaugh’s belief that a president can't be indicted or even investigated, are a real threat to the rule of law. #WhatsAtStake",0,523
141,The press is not the enemy of the people but the best defense against tyranny. We need to vigorously defend the freedom of the press. It’s essential for our democracy. https://t.co/LnqtevuOCV,0,141
266,"The results of the @GOP's tax scam speak for themselves.

https://t.co/EfnWyclZPt",0,266
872,The sacrifices made by Mississippians on behalf of freedom are known around the world. In advance of #VeteransDay  I am reflecting on how we can honor our veterans by ensuring they get the benefits they deserve. #WickerReport https://t.co/tIQpv2hEi6,0,872
666,"The state of @NJTRANSIT is a disgrace. NJ is the crossroads of the national economy &amp; we deserve better. If you are as fed up as I am over the last 25 years of failed leadership in Washington, then I'm asking for your vote on Nov. 6th. #NJSen https://t.co/y0vYsJ3iiq",0,666
224,"The support I am receiving from community leaders such as Butchie Nieves is encouraging and I am honored by his endorsement. When I become Senator, I will not be beholden to special interests like Bob Menendez. Instead, I will go to Washington to be a voice for all New Jerseyans. https://t.co/IAkQZLBYpM",0,224
803,The terrible treatment of Dr. Ford and Ms. Ramirez by Senate Republicans tells every woman in this country to keep sexual assault to themselves. We must send a different message  a message of support.,0,803
600,"The top health care organizations in America, representing tens of thousands of physicians, patients, med students and health experts are voicing strong support for my legislation to overturn the Trump administration’s expansion of junk insurance plans. https://t.co/0V6tKg5x9d",0,600
517,"The very least we can ask of our senior Senator is that she take the #StopKavanaugh fight straight to her Democratic colleagues. If this is what seniority gets us in Washington, then it’s definitely time for new leadership and better representation. https://t.co/6DAP1Zg5x7",0,517
8,"The votes are here — over 500,000 voted for @BarackObama — so we know there are the votes here for Democrats.

#mssen #BariaForMississippi #mselex",0,8
546,"Then there is this example of reasoned, civil discourse. Unbelievable. I am surprised the Post Dispatch condones this individual’s hateful rhetoric, death wishes for Trump supporters, and vulgar tirades. I am deeply disappointed @clairecmc would associate herself with it #MOSen https://t.co/4rDV2fQBCa",0,546
29,"There are 50 days left until Election Day. 

Grassroots enthusiasm is how we'll win this fall—by getting as many people involved as possible. Are you in?

https://t.co/JKT8RWR1uy",0,29
364,"There are a lot of terrible ideas coming out of Trump's EPA, but one that is particularly terrible is the #DirtyPowerScam. It fails to protect public health, hinders our ability to address climate change, and could result in job loss. My letter: https://t.co/VZeXsrChqu",1,364
923,There are now Tropical Storm and Hurricane watches in effect for much of Florida's Gulf Coast. We are keeping a close eye on this serious storm  and you should  too. If you are in an area that could be affected  make sure you have a plan in place. https://t.co/1SXDDKr9he https://t.co/DWCL6uXdYQ,0,923
1055,There are worse reasons for your campaign manager to be delayed leaving for the office: roads closed for balloon landings! #HappyBalloonFiesta #NMsen #NMpol https://t.co/DvNbXaHjyO,0,1055
335,"There's no doubt about it, Pat. When his vote really matters like on Judge Kavanaugh, Senator Donnelly answers the call of his party over Hoosiers every time. #INSen https://t.co/i0CCVKGkha",1,335
33,"There's one day left to register to vote. Right now, get in touch with 5 friends and make sure they're registered.

Too much is at stake to sit this election out.

https://t.co/FFLdhZx4Vz",0,33
807,There’s no reason you can’t get to the polls today! @Uber is offering discounted rides to your voting location. If you still need a ride  call our Election Day Hotline at 908-664-0601 https://t.co/V2Krly8Jm6,0,807
986,"There’s nothing like a Saturday morning canvass to get the blood going.
#GOTV #mssen #BariaForMississippi https://t.co/M6uxkaw8Ei",0,986
1045,These 4 incredible Democratic women running for Congress in PA to stand up for our fundamental rights and progressive values. These women are fighting to flip tough red districts blue on Nov. 6  so #TodayWeAct to volunteer and help them win:,0,1045
527,"These actions are irresponsible at best, a threat to democracy at worst. Rushing a nomination in order to hide facts is dangerous and disrespectful. Republicans have learned the wrong lessons. We must treat sexual assault survivors with respect, not bully or try to silence them.",0,527
957,These are serious allegations that deserve to be fully investigated. Accusations of sexual assault should always be taken seriously &amp  dealt with appropriately. Despite knowing about the allegations for months  the @GovMurphy has yet to do that here. https://t.co/QESs8VHeWT,0,957
1155,These three generations of door knockers will give the strong  smart @danielfeehan the super power he needs to beat back the mean negative ads and win in the first district!  Don’t mess with them! This is how you win. https://t.co/iSCY8RKL9q,0,1155
191,"They wanted me to understand that their own memories were bright shards just like Dr. Blasey Ford’s memories, that I should believe her, and that they wanted this to be a turning point. 

Many had kept secret for years, even decades https://t.co/DJVvYETejQ",0,191
570,This #election is about our children and their future. Is @SenatorMenendez really the role model we want for our children? Absolutely not. This election is about right and wrong. Menendez has embarrassed New Jersey for too long. It’s time for change. It’s time to #SendinaMarine! https://t.co/tPqIkoutFI,0,570
834,This John James surge in the polls is for real. And John James is for real. A real great US Senator for Michigan!!Keep going!!  We will win together and our entire GOP team.,0,834
227,"This November, We The People have the opportunity to choose real leadership that will represent Michigan. I’m living the American Dream, and I WILL fight to protect that Dream for future generations!<U+0001F1FA><U+0001F1F8> &gt;&gt; https://t.co/vtoT4duv9I&lt;&lt; #LetsFlyMI #MISen #TeamJohnJames https://t.co/WSxn6Q7LrP",0,227
526,This Washington Post fact-check explains that Brett Kavanaugh has repeatedly misled the Senate under oath. https://t.co/poVORLZQmX,0,526
333,This entire process has been an embarrassment to our democracy as Hoosiers  watched firsthand how @SenDonnelly’s liberal colleagues used uncorroborated allegations to create a media circus designed to smear &amp; destroy Judge Kavanaugh’s reputation.,1,333
284,This huge pile of unsold soybeans in Casselton is what the trade war looks like. Our farmers can’t sell their beans &amp; it’s hurting our economy. But @kevincramer doesn’t care — he’s committed to voting with his political party 100% of the time rather than standing up for ND. https://t.co/pEEee0ejgi,1,284
43,This is a crisis. President Trump is treating our Justice Department like his own personal law firm. Congress needs to start being the adults in the room. It’s past time we pass legislation protecting Special Counsel Mueller’s investigation. #Rosenstein,1,43
812,This is a lifetime appointment to the highest court in the land  a court that will impact this generation and every generation after it. We have to get this right.,0,812
892,This is great news. Minnesota has a high voter turnout nationally  and it’s encouraging to see so many young people investing in their future. Be sure to vote on November 6! https://t.co/G3a01K2Lvb,0,892
1091,This is how you #StandWithPuertoRico  Mr. President. I visited after #HurricaneMaria to assess the damage  I fought for serious investments to rebuild  urged airlines to help victims  fought for health &amp  housing assistance &amp  more. Scroll to read the list https://t.co/O7jghXVBmS,1,1091
795,This is not who we are – as a state or as a nation. Regardless of any political differences  @SenatorCollins  her family  and her staff should not have to be subjected to these threats – there’s just no place for it in our discourse. https://t.co/K0Xq7qygrb #mepolitics,0,795
537,This is the Year of the Smear for @clairecmc and the liberals. It’s time to fight back #MOSen,0,537
391,This is worth reading. @clairecmc thinks Kavanaugh smear campaign a non-issue. Says she wasn’t involved! Excuse me? HER PARTY destroyed this man’s character &amp; she went right along-supporting Feinstein &amp; Senate Dems. Disgrace. Voters will remember #MOSEN https://t.co/dZ08pwBSMw,1,391
940,This morning  the President said it is up to Dr. Blasey Ford to convince him she is telling the truth. That is preposterous. Her story is credible: it is rich in remembered detail  corresponds to facts that are known  and was told to others years before. https://t.co/kmd9lWwLog,0,940
107,This morning I hosted an opioids roundtable at the Jefferson County Day Report Center with community leaders and healthcare professionals. https://t.co/3keszSeGJ2,0,107
45,"This morning, I'm proud to be at the Delaware Military Academy honoring the loved ones we lost and the sacrifices that have been made since. This anniversary reminds us that, despite our differences, Americans pull together in the wake of tragedy and emerge stronger than ever. https://t.co/ypz9DPtAQW",0,45
987,This stop was announced less than 24 hours ago and @BetoORourke packed Kiwanis park in Wichita Falls. Texans are ready for change! https://t.co/XdhMCEG76D,0,987
1011,"This was an evil act of hate and the perpetrator must be prosecuted to the fullest extent of the law. 

I received a briefing from the FBI and local law enforcement officials directly involved in this investigation.",0,1011
494,"This week, @SenDonnelly's Democrat allies made a mockery of Judge Kavanaugh's hearing. While liberals shouted President @realDonaldTrump's nominee down, Donnelly remained silent. 

Join me in calling on Donnelly to speak out against his Democrat colleagues' radical antics. #INSen https://t.co/BqCReYihRd",0,494
221,This weekend we’ve got volunteers and supporters at the Turtle Mountain Chippewa Pembina Powwow near Belcourt. I’m proud to fight for North Dakota’s native communities in the Senate. Thanks for welcoming my team! https://t.co/IqIEYeuBIN,0,221
808,Thrilled to welcome @DonaldJTrumpJr @kimguilfoyle back to Montana... THIS TIME ... for the 8-city Montana Victory Tour! We can't wait! Details here: https://t.co/YQpLe5Rnm2  #MAGA #TrumpCountry #AmericaFirst #MontanaFirst #mtsen #mtpol https://t.co/IMln4wFoo8,0,808
1124,"Tim Kaine is out of touch  he's #MobRule and he's dangerous for Virginia!

Sen. Graham Describes Liberals As 'Mob'- Sen. Kaine Urges A 'Fight In The Streets' https://t.co/vtbC4uXNOo",0,1124
467,Time to resign @SenatorCarper https://t.co/v9MCloS1op,0,467
362,"To @realdonaldtrump we can afford hundreds of billions to fund stock buybacks, but we can't find the money for a promised cost of living pay raise for hardworking public servants - 3,000 of whom serve right here in Delaware. https://t.co/eTotnnREAH",1,362
173,"To all the first responders, law enforcement, and volunteers -  You are everywhere. You are helping people. You are saving lives. You should be really proud about what you do. Florida is proud of the unbelievably great job you are doing. https://t.co/VQOxyMM91h",0,173
904,To get involved by phone  request a bumper sticker  or a lawn sign  call us at 781-428-3190.  #TeamDiehl has a busy weekend coming up and your help to #DefeatElizabethWarren will put us over the top in November!  #mapoli #masen #masen2018 #magop https://t.co/ETu8tT5paA,0,904
868,Today  Tennesseans have a real choice to make. If you want someone who brings experience from the business world  experience from being mayor and governor  and an attitude of wanting to #GetThingsDone  then I ask you to hire me. That’s what my whole life has been about. https://t.co/KifJlxbQGt,0,868
954,Today  in partnership with @FEMA &amp  @USACEHQ  we are launching Operation Blue Roof to help families temporarily repair their roofs at no cost. To participate call 1-888-ROOF-BLU or visit  https://t.co/JK4dybwxND to find a sign up location. More information to follow.,0,954
802,"Today @SenatorWicker  @SenHydeSmith and I announced a $10.2M grant for the Columbia-Marion County Airport Authority that will extend the runway and allow for the accommodation or larger aircraft. 

Read more here: https://t.co/go3YvdlnCF",0,802
727,Today @marcorubio and I introduced the School Security Enhancement Act  which allows local communities to utilize Student Support and Academic Enrichment (SSAE) grants for measures that reinforce school safety infrastructure and technology. --&gt  https://t.co/tDZ0HqZgKT,1,727
806,Today America joins together as one to honor the lives we lost on #September11th. Let us stand with the victims’ families  the survivors  and give thanks to our heroic first responders. We will #NeverForget. https://t.co/Jj4ENrYTue,0,806
1107,Today I spoke on the Senate floor to honor and congratulate Staff Sergeant Ronald J. Shurer II  a graduate of Rogers High School in #Puyallup and WSU in #Pullman  who received the #MedalofHonor yesterday for his selfless heroism in Afghanistan. We in Washington are very proud. https://t.co/Ou4jDWAQsg,0,1107
699,Today I was at  @CapitalOne in @StCloudMinn with @RepTomEmmer and @MayorDaveKleis to take part in the Yellow Ribbon Proclamation ceremony.  Thanks to all the St. Cloud Capital One employees for your support for our military service members and their families.,0,699
1145,Today is National Farmers Day! It’s an honor to have the support of farmers across Missouri. Special shout out to all my own family who are farming. Love you guys #NationalFarmersDay #MOSen https://t.co/Oj5h9EXyDV,0,1145
929,"Today is the first day of early voting! Get to the polls because it is time to send President @realDonaldTrump a true ally in the U.S. Senate! 

Find your polling location here--&gt 
https://t.co/9Nmhn5i5gU #WVsen https://t.co/QBtYd3bfmO",0,929
799,"Today is the last Friday of early voting. Make sure you have a plan to make it to the polls by Nov. 1st. Find your nearest polling place at https://t.co/cgW7OXKhaI

If you have any problems while voting  call 844-855-VOTE https://t.co/vXeX5QpIL7",0,799
736,Today was a day of hope  a reminder that women will keep speaking out. That we can  and will  demand more of powerful  male elected leaders and remind them that women’s voices matter. https://t.co/Ma5eciRQz8,0,736
168,"Today, @FLAnnScott &amp; I were proud to dedicate the Jeri Bustamante Memorial Scholarship for a student at @mbseniorhigh. This 4-year scholarship will help a student to live their American Dream. We’ll always remember Jeri &amp; can think of no better way to honor her. @LopezCantera https://t.co/ILbCO6ZJ5f",0,168
56,"Today, Joe received the Champion of Small Business Investing Award from the Indiana Small Business Investor Alliance for his work on policies that support small businesses in Indiana and across the country. https://t.co/PdbBd9JNPX",0,56
585,"Today, Klobuchar was the ringleader of the disruption in the confirmation hearings for Kavanaugh. It was so upsetting, Kavanaugh's wife removed their daughters from the hearing to protect them.When Do Nothing Amy finally decided to do something, it is political &amp; disrespectful.",0,585
167,"Today, we’re putting forward more than $50M for services for families battling opioid addiction. This is on top of $65M already dedicated to fighting this national issue. We will keep fighting every day to support families, communities and law enforcement. https://t.co/Pm1Qtc7OPE",0,167
14,Today’s attempted attacks against multiple public officials and the media have absolutely no place in our society. Grateful for the brave actions of the Secret Service and law enforcement officials.,0,14
838,Today’s the big day! Make sure to get out and #VOTE for @MattForMontana and @GregForMontana! <U+0001F1FA><U+0001F1F8> #mtpol,0,838
793,Tomorrow  I’ll be joined by @VP Mike Pence &amp  @SecondLady Karen Pence to survey damage at @TeamTyndall Air Force Base. A lot of Floridians rely on Tyndall and we’ll work together to rebuild this important AFB. Read my letter to @POTUS on Tyndall AFB - https://t.co/wQSfjoLzOE,0,793
1064,Tonight I spoke at the Kefauver Dinner in Chattanooga. We have an opportunity to go back to our roots— being a muscular party of opportunity that gets things done for middle and working class families like so many here in Chattanooga. I’m applying for the job. https://t.co/ISrTEBKyJJ,0,1064
85,"Tonight’s debate is an opportunity for all North Dakotans to see where my opponent and I differ — on issues like health care, trade &amp; protecting Medicare &amp; Social Security. I hope you’ll tune in to WDAY, KVLY, KXMB, or KFYR tonight at 7pm!",0,85
814,True “... the Wicker co-sponsored bill would not guarantee the same protections of pre-existing conditions as the Affordable Care Act does.” #BariaforMississippi https://t.co/PSaencvNAL,0,814
906,Trump and Ted Cruz love to say that they’ll protect Americans with pre-exisiting conditions. So why do they keep pushing policies that do the opposite? https://t.co/B8bl9QCjn7,1,906
433,"Trump is trying to sabotage our healthcare system. Here’s what @RepFrankPallone’s recent report says that means for over six million people ages of 50-64.  Republicans are leading this unacceptable attack, and I will not stand for it. #ProtectOurCare https://t.co/FvliontaP7",1,433
427,"Trump won’t take action on gun violence, he supports allowing 3D printed guns, AND Kavanaugh’s view on guns could overturn assault weapons bans and NJ’s gun safety laws. That’s why we rallied with @bradybuzz, @momsdemand, @everytown &amp; @GiffordsCourage in Paterson. #WhatsAtStake https://t.co/xVtIX3juFh",1,427
432,"Trump's attack on the ACA is an attack on women. Before this landmark law I helped write, insurers could discriminate against a woman simply because she was a woman. That’s why I’ll never stop fighting to protect the ACA from Trump’s attacks. #ProtectOurCare https://t.co/zX5mbWL4rx",1,432
182,Tune in at 7:00 PM for my third and final #VASen debate versus <U+2066>@timkaine<U+2069>  https://t.co/41LPTYgQ7f,0,182
104,Twitter found more than 10 million posts tied to Iranian &amp; Russian accounts starting back in 2009. Adversaries are manipulating social media to turn us against each other. We need to pass the Honest Ads Act &amp; get Americans the transparency they deserve. https://t.co/LF8Rk0pGbu,0,104
852,U.S. Sen. Chris Murphy holds roundtable on new Long Island Sound measures https://t.co/AwPg3oKBJ3,0,852
439,"UNBELIEVABLE: Senator Klobuchar is ready to turn your health care over to government bureaucrats, eliminate your choices, increase appointment wait times and stifle medical innovation. https://t.co/pBcqaJIxTj",1,439
931,"Under the Affordable Care Act  you can't be denied insurance or charged more just because of your medical history.

It has expanded coverage and driven down #healthcare costs. #ACA",0,931
237,"Under the leadership of Senator Carper, stories like this are all too common. His anti-business policies have made Delaware an unattractive place to do business. https://t.co/CKjXT1JAyY https://t.co/PPmPWaM1qD",1,237
437,"Unemployment is as low as it's been in years, but people are still struggling to get by. Why? Because jobs don't pay enough, costs are rising and Republicans are trying yet again to gut programs that lift people out of poverty. 
https://t.co/IKuN79xFPB",1,437
620,"Unfortunately, Washington has become all about tribalism and identity politics. Here in Tennessee, we’re tired of the hyper-partisan shouting. Let’s get back to the days where we actually used some common sense and worked together to get things done.

https://t.co/JFusDRavMj",0,620
315,"Unlike Obamacare plans, Trump's junk plans don't actually have to insure anything. They can turn away people with pre-existing conditions. They can charge older or sicker people prohibitively expensive premiums. https://t.co/gFMxhtMvBU",1,315
776,VP @mike_pence: I got to know Mike @braun4indiana when I was your governor...and we need to send him to the U.S. Senate!! #RightTrackResults https://t.co/ot1cU2I8CT,0,776
1096,"Virginians are growing tired of Tim Kaine's bitter obstructionism -- his days in the U.S. Senate are numbered!

https://t.co/IK2WxcfpoW",1,1096
985,Visited the @RedCross in Tallahassee this morning before heading back out into communities to help solve problems. This organization has hundreds of disaster volunteers in the affected counties helping our FL families. We cannot thank them enough for their hard work. https://t.co/bpPmXQKruF,0,985
1160,Volunteers in our grassroots offices across Tennessee are preparing to make phone calls and talk with voters. Person-to-person conversations are going to make the difference in this campaign. Join them at https://t.co/P9k7YO3Bdk https://t.co/9sN7IQ97G7,0,1160
338,"Voting against Judge Kavanaugh today is just the latest example of @SenDonnelly saying one thing to Hoosiers then doing another in Washington. Instead of joining Hoosiers to support Kavanaugh, Donnelly joined the Democrat media circus to smear &amp; obstruct @POTUS's nominee. #INSen",1,338
784,Voting in ND is easy! You just need a ND government-issued ID — like a driver’s license — with your residential address  and you’re set. That’s what I talked about this evening at Turtle Mountain Community College. Thanks for welcoming me! https://t.co/ynhWawXA82,0,784
57,WATCH NOW: Senator @ChrisCoons is questioning Brett Kavanaugh. #WhatsAtStake https://t.co/IcwzedYeph,0,57
593,"Want more proof that @JonTester has changed? Talks about importance of hunting but rarely hunts. Says one thing, does another. That's the #TwoFacedTester way!! https://t.co/nxbXhcDeyM #MAGA #MontanaFirst #mtsen #mtpol",0,593
869,Way back in 2006  Tester promised every single one of us that he would ban all travel paid for by outside sources but then guess what happened ... #TwoFacedTester #DrainTheSwamp #MAGA #mtsen #mtpol https://t.co/tQq8JwIYmn,0,869
841,"We are LIVE on Facebook with @espyforsenate @dbaria and @JerameyForMS 
https://t.co/4uo0RPBEo4",0,841
930,"We are a country of immigrants and will continue to be so  but we need to start taking care of Americans first! #RetireCarper #VoteRobArlett

Volunteer to put Delawareans first <U+2B07><U+FE0F> https://t.co/rcbQqECpE4 https://t.co/SPQm8yTZd9",0,930
1067,We are borrowing money from China to pay our farmers to not sell their crops to China. https://t.co/a2S6DAjvYx,0,1067
519,We are in the fight of our lives against a Republican Party that has sold its soul to a President without one. We’re going to take our nation back. #CAsen #GOTV #BlueWave https://t.co/5gl3r54exK,0,519
905,"We are up against a political machine. After 42 years  @senatorcarper will not go down easily. 

Retweet if you voted for Rob!",0,905
1078,We can keep the WINNING going just GET OUT AND VOTE!! -@DonaldJTrumpJr #MAGA #MTGOPVictoryTour #GOTV #mtsen #mtpol https://t.co/sC4Vv4OFHT,0,1078
532,We can take back the House and Senate and finally stop President Trump’s cruel agenda. We can elect a record number of women and ensure our voices sound louder than ever. We can shift from fighting for our basic rights to making meaningful strides toward change and progress.,0,532
1093,We can't give up hope. We need to knock on doors  make calls  and text out the vote. Find volunteer opportunities to elect Democrats up-and-down the ticket in Ohio: https://t.co/A0aMdnJQzx,0,1093
1137,We had a great canvass kickoff at Lynn HQ with @sethmoulton &amp  we’re more ready than ever to turn out that vote tomorrow! Do you know where you’ll be voting on Tuesday? Go to https://t.co/WiATF49nGp to double (&amp  triple) check your polling place and hours! #GOTV https://t.co/xrukZ4ioqt,0,1137
741,We have been in constant contact with local officials and emergency management officials in Calhoun County to get those communities back on their feet. See what the State is doing for families in Calhoun here: https://t.co/Wet7YnDuGr,0,741
1135,We have built a winning coalition to win this race! Make your voice heard this election and VOTE! #MAGA #mtsen #mtpol https://t.co/R6kN2hxqRx,0,1135
255,"We have many challenges in Maine, but Washington DC will never solve them for us.

We can solve them ourselves if this far away city gets out of our way and stops telling us how to live.",0,255
1061,"We have teams from all over the country working with federal  state &amp  local partners in Florida. Their specialties range from damage assessment to medical missions to search &amp  rescue.

Here's a look at some of the search &amp  rescue teams that have been helping: #Michael https://t.co/ehBtSpGR65",0,1061
177,"We have to hold Washington accountable when government officials spend money illegally or improperly.  We worked across the aisle to introduce our Cut the Perks Act, which ensures taxpayers get paid back when bureaucrats break the law with public funds. https://t.co/T3bLZ3dzgy",0,177
1181,We just had a terrific Unity Rally with @AyannaPressley and the @massdems  and I can tell you this: Democrats are READY to fight. #TogetherForNovember #mapoli https://t.co/boVKnIgzgu,0,1181
916,We live in a very polarized time  but as Americans we need to come together and send a clear message that violence and incitement have absolutely no place in our politics.,0,916
148,"We mourn the passing of Larry Larrañaga, a great example of a humble Republican public servant for the people of New Mexico. https://t.co/lAN2VGC9kb #NMsen #NMpol",0,148
1047,We must keep fighting to be a country that values women. A country that empowers them to raise their voices and actually listens to what they have to say. A country that believes their stories. A country whose potential will always be tied to women’s progress.,0,1047
68,"We must no longer overlook the women veterans who have made great sacrifices for our country. A change to the VA's motto is long overdue, and would ensure that their honorable service gets the recognition it deserves. #SheWhoBorneTheBattle https://t.co/TZmyU8AqRH",0,68
42,"We must put an end to the suggestion that Americans must choose between their Constitutional rights and the safety of their families.

We are fully capable of having both, and we must insist that we do.",0,42
35,"We need all hands on deck to turn out the vote today.

Sign up to volunteer now: https://t.co/A0aMdnJQzx https://t.co/TWo3XUPO39",0,35
1114,"We need real solutions that will lower the cost of prescription drugs. That's why I've introduced multiple bills to hold pharmaceutical companies accountable  shed more transparency on pricing &amp  bring down health costs for all Montanans. #mtpol

READ MORE: https://t.co/0ldxUQzaHz https://t.co/uOnOnt0kla",0,1114
66,"We need to keep fighting to show women they are valued and that even when the odds are stacked against us, we’ll keep fighting for one another. The biggest way we can do that is by sticking up for each other with the way we vote on Nov. 6.",0,66
520,"We received 42,000 pages of documents JUST LAST NIGHT. It’s patently absurd to claim that we’ve had enough time to review these documents. That’s to say nothing of the hundreds of thousands of pages that are being withheld. #WhatAreTheyHiding",0,520
1019,We should call this country’s war on drugs what it really is: a war on communities of color. It’s time to end this discrimination. We need to pass the Marijuana Justice Act.,0,1019
717,We waived weight restrictions so more emergency vehicles can head north to help our neighboring states facing Hurricane Florence. FL will continue to send any help and support we can. https://t.co/VUA5dJ1kjZ,0,717
51,We will be sign waving near the entrance to the UH football game today from 3pm to 5pm. Come by to say hello or join in if you like. Go Bows!!! <U+0001F919><U+0001F919> https://t.co/AqJVuOXQUz,0,51
286,We work hard in ND — our workers deserve a secure retirement. But @kevincramer has pledged to put retirement programs on the chopping block — I’ll never allow that. Thanks to all who came to the Bismarck Labor Temple for our breakfast rally this morning. https://t.co/PQXvvTsi6O,1,286
128,"We're going to continue a campaign of showing up everywhere, for everyone, every single day. https://t.co/Z9BvPaSObh",0,128
748,We're working with @azfb to lower health care costs and protect Arizona farmers from harmful  job-killing tariffs. https://t.co/NdlascZRca,1,748
429,"We've always worked to ensure Americans don’t pay taxes twice on their hard-earned money - that is, until Donald Trump came along. Republicans abandoned their so-called fiscal conservatism, and passed a #GOPTaxScam that subjects hundreds of thousands of NJans to double taxation. https://t.co/elNp7Ero88",1,429
400,"We've got to get back to fiscal discipline in Washington. @KevinCramer voted to balloon the deficit and now is using the deficit to support his long-held goal of cutting Medicare and Social Security. That's just wrong.  

https://t.co/SSOiqaeV6R https://t.co/Va88fp2GAz",1,400
260,"Well, you can’t always get what you want. So since my opponent didn’t bother showing up in Memphis today, you’re welcome to swing by our Memphis Matters forum @RhodesCollege. https://t.co/ZkUgqdSCMT",0,260
582,West Virginians and President Trump can't trust Joe Manchin to fight for our values because he is simply just another dishonest Washington liberal. #WVsen,0,582
584,"West Virginians can't trust Joe Manchin. On the issues, on his yacht, or his support for President Trump, Manchin simply can't be trusted. 
https://t.co/H8Pu9iNRW3 #WVsen",0,584
20,We’re live at @RhodesCollege for our #MemphisMatters Ideas Forum. Head over to my Facebook page to tune in. https://t.co/lH5CxMF1zt,0,20
731,We’re set and ready to host the U.S. Senate Debate! #utdebates #tbirdnation #suupolitics #suuvotes https://t.co/iBLqmTokVR,0,731
1118,We’re strongest when we stand united in the struggle for equality and justice. No matter what we look like or where we come from  an injustice against one of us is an injustice against all of us. We must keep lifting each other up.,0,1118
705,We’re surging ahead with under two weeks to go - tune in to @foxandfriends LIVE in 10 to hear why we have all the momentum. #INSen #IBackBraun https://t.co/MGmZ176L3o,0,705
859,What a fun night at the CD 8 Reagan Dinner. https://t.co/HR7LPmyPXY,0,859
79,What most folks don’t understand about our trade relationships is that we’ve worked hard to build them ourselves. The soybean checkoff that the elevator takes from each bushel goes to invest in R&amp;D and building new markets. https://t.co/s6vYFV4N9g,0,79
488,What the heck @SenAngusKing? There's no comparison between 9/11 and Russian hackers. #mepolitics https://t.co/WktFH2tVgt,0,488
789,"What’s she afraid of?! Editorial in @TheNewsTribune criticizes Cantwell for not accepting debate invite – she has “an obligation to face voters back home."" https://t.co/88bWsjdPS4  #waelex #WAsen #Susan4Senate #CantwellCant",0,789
